eventtype,Acceleration:longitudinal direction,Deceleration:longitudinal direction,Acceleration:lateral direction,Deceleration:lateral direction,Postive jerk:longitudinal direction,Negative jerk :longitudinal direction,Postive jerk:lateral direction,Negative jerk :lateral direction
0,0.707874,0.7821545,1.336964,1.119159,1.120856,1.000224,1.002857,0.8087489
0,1.0511791,0.58459812,1.113567,0.9777413,1.49103,1.0744539,1.16216,1.1514
0,0.80015957,1.087186,0.58224648,0.56947088,0.97552419,0.83264041,0.95396793,0.82899189
0,0.68346483,0.87542248,1.11854,0.65020329,0.94360727,0.76292211,1.027837,0.75515628
0,0.64742237,0.80555558,1.788164,1.3576061,0.88096392,0.71081638,1.0572571,0.82549107
0,1.732051,0.3918713,1.856796,0.53935611,0.92261672,0.77981609,1.0497659,0.66402131
0,1.712195,0.60730451,1.194342,0.67468691,0.89885157,0.76367283,0.9921819,0.6600945
0,0.57674718,0.5850392,1.465028,1.059803,1.831499,1.429859,1.380586,1.402967
0,0.5687145,0.51609379,1.624965,0.69108921,1.049356,0.86136103,1.058108,0.94925958
0,0.65987509,0.71036291,1.369051,0.70306528,1.1897269,0.82753921,1.157357,0.899629
0,2.2243299,1.095458,1.749997,1.171054,1.185341,0.82047898,1.600462,1.768346
0,0.3355388,,0.95964152,1.747565,0.99584711,0.83201689,0.90189761,0.78895098
0,0.48434791,,0.90958953,0.8376838,0.96171749,0.71906161,0.8510195,0.76838481
0,1.703164,0.63423038,1.354679,0.62204403,1.125275,0.889642,0.96927768,0.75616848
0,0.77582139,0.65159339,0.5359202,0.87055308,0.93701082,0.7249307,0.85117072,0.70520931
0,0.92443383,0.72167718,0.85709882,1.12333,0.92135519,0.79134113,1.448208,1.418353
0,0.73660582,0.68214929,0.4274047,,0.85743058,0.77503908,0.93672001,0.82798219
0,0.88198018,0.82236671,0.68263108,0.79426497,0.87453628,0.77663368,0.87502992,0.71139097
0,1.046183,0.81907648,1.140156,0.66493303,0.95999217,0.74476951,1.212009,0.95601058
0,0.74066383,0.68671209,0.97128558,0.66591662,0.87681311,0.75335568,0.89036947,0.80780208
0,0.57381248,0.64514548,0.87805903,1.007354,0.95282573,0.88957059,1.121933,1.103999
0,0.7151764,0.76379538,0.75977957,0.88519192,0.89231771,0.95023572,0.98093718,0.83724582
0,0.745184,1.133618,0.85271788,0.77277809,0.76897961,0.7719481,0.79584873,0.74486828
0,0.84956509,0.89349449,1.01715,0.91115391,1.281538,0.89337373,1.006695,1.026933
0,0.65578067,0.73628718,0.57022041,0.75583059,0.79405272,0.70767403,1.013167,0.9308911
0,0.45420229,0.58259523,0.99851888,0.81391573,1.044209,0.71809828,0.93899548,0.81769538
0,1.141873,0.74523741,0.83926469,0.63245553,0.94054598,0.76355308,0.89389491,0.7429418
0,0.65089399,0.64070779,1.022905,0.78460699,0.86690187,0.61238092,0.93345147,0.72356248
0,0.66156721,0.74180597,0.88393229,0.68751132,0.89954001,0.7262975,0.88409072,0.95741719
0,0.55673528,0.65142077,0.55122769,0.88659918,0.72683668,0.65300483,0.88116109,0.72386962
0,0.63380861,0.4412035,0.71213412,0.66972429,1.0023431,0.71564531,0.98438388,0.72892022
0,0.42004651,,0.69089007,0.5967772,0.96016937,0.80357653,0.77581632,0.88377023
0,1.061767,1.101349,1.438455,0.56904638,0.90733302,0.66957211,0.99027902,0.76856142
0,0.49393779,0.83950621,0.49493611,0.49215299,0.70939511,0.68831068,0.87077129,0.71360707
0,0.76060021,1.27938,0.51016271,0.74916488,2.0886159,1.3318681,1.433578,1.042595
0,0.35973239,,0.68926638,0.72190851,0.93841821,0.85938358,1.064304,0.87047797
0,0.98145378,0.7768485,0.73334849,0.67721528,1.230738,0.77106857,1.063825,1.080174
0,0.61256438,0.94780821,0.32364681,0.41269779,0.9829281,0.62293291,0.99540448,0.67521459
0,0.90440053,0.41119531,1.490712,0.4592936,1.128567,0.87208289,0.94627643,0.89673471
0,0.50034839,1.350926,,0.91488862,1.314405,0.8643415,1.270202,1.108566
0,1.350583,0.89621818,,0.28109199,0.99117023,0.66987139,0.9541927,0.7921837
0,0.73887432,0.98944092,,0.2846055,1.131229,0.87793618,1.299201,0.7849077
0,0.87285608,0.76987672,0.82220268,0.57743448,0.90172619,0.70038271,0.76488352,0.64908648
0,0.61255199,1.03565,1.014443,0.6194821,0.90823507,0.76713109,0.97578633,0.93991399
0,0.72850811,0.6373173,1.243651,0.41705659,1.166245,0.83540589,0.96197838,0.77601027
0,0.72072852,0.70483398,,0.44047239,0.90627187,0.73061109,0.87414461,0.87908441
0,0.59312701,0.79929471,1.536925,0.47583809,0.76544791,0.76595998,0.86813343,0.69348198
0,0.95396858,0.75753957,0.95725,0.74664599,0.90899152,0.86540008,0.7186932,0.90831113
0,0.80666828,0.8096779,1.414214,0.41146961,1.0169899,1.004456,0.98013818,0.84944838
0,0.78758961,0.77736628,0.93309093,0.4510048,1.440709,1.01177,1.05791,0.84714109
0,0.69500452,0.71176028,1.484042,0.48029491,0.87215519,0.79158539,0.89440382,0.82136607
0,0.90881258,0.67948538,0.8058331,0.39403731,1.179613,1.108505,0.94775927,1.062744
0,0.8546313,0.63261652,,0.2482802,0.85616457,0.7645942,0.88769019,0.68526882
0,1.175456,1.134315,,0.26038581,1.177801,0.74653828,0.85481697,0.6212011
0,0.69525439,0.87277532,1.183094,0.65366781,0.8456862,0.74365151,0.81486911,0.80741972
0,0.80797148,1.093052,,0.2723344,0.80936319,0.81276739,0.8599546,0.73311889
0,1.185026,0.690552,1.3697701,0.5913859,1.0369869,1.206075,1.137493,0.94162983
0,0.46282539,0.95147347,0.64684761,0.59189588,1.105365,0.88342547,0.92434788,0.88420069
0,0.84016228,0.55641311,,0.3486985,0.87611657,0.67683768,0.83035022,0.63761199
0,0.93097812,0.63632607,0.62838882,0.7990064,0.90071988,0.78034091,1.235797,1.1329809
0,0.26126871,,0.59122992,0.25963259,0.99253398,0.63464952,0.90326929,0.63969159
0,1.009032,0.54274207,1.277445,0.65240753,1.110958,0.74981117,0.97693092,0.77289099
0,1.225275,0.60663527,2,0.35479471,1.009165,0.81032681,1.135451,1.1050709
0,0.33948049,,1.004114,0.67728227,0.82322341,0.61712182,0.8445949,0.78791523
0,1.418183,0.58727127,1.594408,0.77695298,1.0099601,0.78813022,0.85021251,0.77273971
0,0.82540321,0.82365441,0.89661062,0.62364203,0.95451742,0.63516039,0.90645039,0.70535868
0,0.86040491,0.78108418,1.621219,0.4981584,1.029833,0.62050623,0.97301137,0.66182172
0,1.253751,0.58888948,1.022956,1.072448,1.138833,0.79192942,1.502607,1.185215
0,0.85027617,0.82638288,0.65255117,0.93747002,1.272827,0.7768591,0.87327647,0.76950163
0,0.62257618,0.4990595,1.098081,0.67051518,0.83265573,0.74378729,0.81680322,0.87237191
0,0.57791382,0.40842351,0.42372319,0.4945651,0.70983332,0.68718737,0.90430361,0.84689212
0,0.68916339,0.80925047,0.63311231,0.6987018,1.049878,0.90297401,0.94247973,0.69724292
0,0.89847499,0.74876738,0.59665918,0.76082182,0.77215117,0.68714148,0.85697991,0.73951828
0,0.4069398,0.99521458,0.87060738,0.45457771,1.264185,0.92585629,1.742133,1.369238
0,0.65413821,0.81841969,1.304705,0.63181877,1.08279,0.87618887,1.038377,0.86137098
0,0.74250978,0.78951961,0.4925206,0.61741263,1.169295,0.93034619,0.86567569,0.76978183
0,0.65161163,0.93619972,1.573366,0.7164737,0.91144472,0.68414921,1.065828,0.69229972
0,0.74790817,0.51109272,0.4075518,0,0.96126157,0.83878398,0.80651063,0.6820659
0,1.087831,0.62776673,1.691627,0.93319362,0.95004863,0.78321612,0.86671782,0.76254201
0,0.76409417,0.59944391,0.78825462,0.93172568,1.028208,0.69047689,0.83471239,0.72178447
0,1.373695,0.462504,0.67775148,0.8665359,0.99131662,0.7698043,0.95230162,0.68623632
0,0.92485982,0.63818008,1.514879,0.56263202,1.0391541,1.0993249,1.020924,0.88608009
0,0.3352356,0.27249399,1.7202049,0.51593828,0.83958918,0.84490371,0.82196581,0.80934489
0,0.88732213,0.54599512,1.732051,0.5062415,0.77077842,0.70350188,0.81849903,0.69180357
0,1.030109,0.68090922,0.89590508,0.62413448,0.99720162,0.74424332,1.0109921,0.7036019
0,1.556483,0.49023801,1.054093,0.50124758,1.156317,0.81369871,1.05108,1.068454
0,1.429605,0.59640968,0.62166029,0.51241428,1.1145689,0.91187042,0.97427738,0.77138019
0,,0.50077498,0.80588192,0.68038708,1.0848759,0.86364168,1.071288,0.86861759
0,0.69675738,0.57838207,0.97228611,0.51661831,1.008522,0.80950689,1.093753,0.94812763
0,0.77355891,0.707793,1.5080889,0.57800561,0.81044853,0.75629252,0.86038941,0.79409772
0,0.82453698,1.115308,1.039012,0.78055578,1.367831,0.76241958,0.73765773,0.74738199
0,0.37133789,0.52325892,1.106673,0.74004281,1.10629,0.8422454,0.92697197,0.84453732
0,0.81400973,0.599352,0.85882062,0.65626168,0.82978618,0.79152101,1.018092,0.78151572
0,0.89239073,0.85015512,1.227284,0.99260658,0.80709273,0.77670997,0.89472061,0.7546401
0,0.75398558,0.62659431,0.73672128,0.84080899,0.93658781,0.78314573,0.88187551,0.73296821
0,1.210596,0.58549261,0.93724352,0.77674842,0.81113189,0.78576839,0.80778581,0.66699147
0,0.83036381,0.68269348,0.59621203,0.98568612,0.79673058,0.79951668,0.79266131,0.66967458
0,0.77818477,0.7106756,1.169556,0.60312748,0.75737083,0.63043648,0.84252107,0.76990402
0,0.77325177,0.72582942,0.93073171,0.75940639,0.8844105,0.80109328,0.83067048,0.79176283
0,0.77332842,0.70908082,0.79756242,0.99650282,1.1596971,0.80701542,0.94517958,0.95156431
0,0.97121298,0.81408268,1.061123,0.82671601,0.78866321,0.83289409,1.103395,0.80951291
0,0.2381701,,1.231495,0.6212967,1.003459,0.82923138,1.1018341,0.80734903
0,0.72114772,0.69184178,1.165599,1.104461,1.001039,1.027366,1.82749,1.539939
0,1.3059731,0.75637722,0.52948582,0.60869122,0.95610672,0.78800339,1.074661,0.77357048
0,0.44989949,0.69282043,0.6568718,0.87031722,0.92456579,0.70628732,1.135704,0.83283532
0,0.37350571,,1.024371,1.008762,1.158518,0.83944923,1.100855,0.84135962
0,0.85195053,0.64554697,0.68862689,0.94649643,0.86340553,0.71453911,0.746768,0.77008581
0,1.228,0.70130581,0.80467719,0.75136822,1.064123,0.64079469,0.93155158,0.77931517
0,0.89951527,0.61391401,1.176689,0.65606421,0.87485021,0.75050062,0.82048821,0.8833034
0,0.75851041,0.95385969,0.91241843,0.75758392,1.107965,0.82631528,1.001493,0.78871548
0,0.70668858,0.69713253,1.17638,0.92859513,0.84293097,0.76076508,1.177225,1.008006
0,0.76613969,0.98216611,1.340579,0.93505561,1.2694679,0.84699589,1.479826,1.343725
0,0.75657761,0.55737978,1.122665,0.69780278,0.98106182,0.77625549,0.97000128,0.7678802
0,0.61215818,0.4684217,1.168945,0.62150341,1.0316041,0.72370732,0.96626318,0.68015099
0,0.61688048,0.59824419,1.490817,0.85834122,1.228002,0.86366689,1.473618,1.546569
0,0.355187,,0.99650007,0.61517799,1.089806,0.62563318,1.015273,0.76709038
0,1.1125129,1.049349,1.021437,0.62277752,,,,
0,0.98809648,0.73327571,0.5785796,0.80178368,0.92641282,0.68968463,0.87111068,0.59984648
0,1.245111,0.8080613,0.87431121,0.65205067,1.060817,0.71307582,1.0138479,0.78763449
0,0.71180522,0.36908039,1.014241,0.91623461,0.88993382,0.87564671,0.86339939,0.77981317
0,0.82417369,0.55715328,1.090644,0.42907631,0.68607211,0.62458128,0.93266958,0.64693141
0,0.71319842,0.80063212,1.732051,0.40650621,0.71724153,0.69914317,0.94994169,0.72753268
0,0.84355891,0.82810742,1.200949,0.69093841,0.84757262,0.67126042,0.88888371,0.74623662
0,0.64710212,0.63335443,2.050277,0.47250691,0.79339409,0.67037529,0.92137092,0.81577587
0,0.74200273,0.92903239,0.51856518,0.58498859,0.86122918,0.69357151,0.88725501,0.80940539
0,0.87651551,0.63964373,1.138968,0.60760093,0.71149439,0.65249479,0.8181569,0.56793761
0,0.82133943,0.55784458,0.78529948,0.49410301,0.74350482,0.73226768,0.86986017,0.74528062
0,1.652776,0.64462912,0.75275499,0.79144108,0.95451468,0.81010801,0.85260677,0.77145648
0,0.71427119,0.74681962,1.279145,0.60466772,0.81973112,0.74887729,0.94529599,0.78401548
0,1.001945,0.61052281,1.669046,0.40741029,0.87393188,0.72639579,0.80585498,0.71153879
0,1.127424,0.79834718,1.0439,0.74996042,1.140767,0.83797342,0.83546251,0.71819109
0,0.72858977,0.75459522,1.6322089,0.66414899,1.101239,1.002664,0.92445481,1.06411
0,0.57470131,0.50294989,0.5046674,,0.92970109,0.76514071,0.97953618,0.74689412
0,0.69839507,0.86664242,0.9752984,0.98703098,0.97121972,0.94313842,0.98931402,0.77780181
0,0.7889086,0.88683528,0.91537571,0.44491169,1.0833189,0.85202968,0.92418092,0.78023428
0,0.70355082,0.60521251,0.78624719,0.67036963,0.86094618,0.7229597,0.90570062,0.67473912
0,0.492107,0.86068058,0.80666971,0.73029578,1.2799439,0.75423139,0.8932665,0.80512339
0,,,,,,,,
0,0.7027086,0.61601132,0.84322661,0.74388421,0.89606613,0.84325027,0.98437113,0.93644828
0,0.37254879,0.46505749,0.96639282,0.48725489,0.99262828,0.69371641,1.012143,0.80864322
0,0.462697,0.4691205,,0.452279,1.183028,0.84315091,1.093064,0.77400428
0,0.52454108,1.17686,0.88422501,0.77312237,1.098841,1.095371,1.456782,1.122673
0,0.57430542,0.58329242,0.97258312,0.74463058,0.94327837,0.76688689,0.82961762,0.66028541
0,1.409062,0.70942318,0.61483341,0.62507713,0.79661733,0.79854482,0.80466819,0.77915388
0,0.4716391,0.55665928,1.111161,0.67863297,1.005561,0.76665729,0.91974491,0.77056062
0,0.92969412,0.63103729,0.61714321,0.79031593,0.75483477,0.68616951,0.84150571,0.62771797
0,1.191551,0.5812673,1.147621,0.79077059,0.91948539,0.91217971,1.003561,0.88346642
0,0.92861283,0.68988258,1.23506,0.71135312,0.78727978,0.73731369,0.9444645,0.79150021
0,0.58453047,0.60874969,1.0961829,0.80286288,0.92582458,0.79528368,1.07332,0.85915309
0,0.4012982,0.60447878,0.98390782,0.72509569,0.78614461,0.74946928,0.878824,0.73173869
0,0.79391408,0.73231488,0.69333482,0.76312971,0.91933471,0.88927442,0.97897971,0.81978607
0,0.54543078,0.59445029,0.71495229,1.128004,0.96561402,0.82421547,0.93057162,0.89744931
0,1.209323,0.5746116,1.084536,0.64524442,0.85529792,0.86454338,0.84767669,0.75236511
0,0.84722769,0.77281868,1.000502,0.74582279,1.34621,1.189047,0.91349578,0.8330695
0,0.64754587,0.9790529,0.92703462,0.73558319,0.9496482,0.95246029,0.91369998,0.85703051
0,,0.60631901,1.339601,0.53196359,1.104347,0.59534442,0.91622442,0.62506467
0,0.78977042,0.69101733,0.78279042,0.79889017,0.99234033,0.84735131,1.0861501,0.76841313
0,1.161136,0.64465851,1.524094,0.64329523,0.97039151,0.81134462,1.20082,1.171775
0,0.72395831,1.34167,0.67295599,0.63471287,1.078885,0.76961148,0.95699942,0.73588699
0,0.61381519,0.87848723,0.75034952,0.66818058,0.85996199,0.73307788,0.88559568,0.73735613
0,0.80788469,0.61859179,1.160126,0.60063142,0.85706621,0.87110811,0.88599312,0.71027827
0,0.4783541,0.64479911,0.94418079,1.19751,1.027685,0.83563763,1.173082,1.2970099
0,0.4394609,,1.246523,0.64807701,0.8283909,0.76441258,0.99222469,0.81778657
0,0.73164171,0.77434927,0.87408853,1.277523,0.8973363,0.97228771,0.93965667,0.85149783
0,0.67955983,0.49204919,0.58655733,0.57408798,0.99228132,0.90001839,0.83272868,0.7300604
0,0.6322822,0.80767661,1.441891,1.246879,1.019816,0.73574102,0.88472837,0.83049512
0,1.04383,0.6097852,0.96615952,0.96038139,1.527177,0.88367808,1.563015,1.64495
0,0.91774452,0.69609159,0.91098469,0.77882868,0.92181468,0.72929889,0.99507463,0.7816537
0,0.66358072,0.63030893,0.77486819,0.61282742,1.04176,0.95613158,1.094224,0.9123702
0,0.65129548,0.91666663,0.91750342,0.65329522,0.98216462,0.94718772,1.0654089,0.67147338
0,0.74237639,0.99728018,1.109841,0.62221682,1.170717,0.98783618,1.00249,0.77585107
0,1.092501,0.76220047,0.72601563,0.4860293,0.80618387,0.80255008,0.95291531,0.69620448
0,0.87158018,0.63130182,1.049678,0.63423222,0.95040029,0.71031922,0.88410139,0.74495661
0,0.39000881,0.91803461,1.694464,0.60189623,1.0491869,1.017305,0.94044328,0.90419722
0,0.63759732,0.6944105,0.93448412,0.70682752,0.99672192,0.89439231,0.98562992,0.79097861
0,0.64994651,0.75102627,0.86627787,0.7510981,1.711657,1.373832,1.036018,1.019662
0,0.56294578,0.47626039,1.3131059,0.64135569,1.4351881,1.0885381,1.155634,0.87207782
0,1.172518,0.63503778,0.73257959,1.22761,0.81018502,0.76756632,0.98554969,0.84208542
0,0.67226541,0.49323329,1.120418,0.85304338,0.90681207,0.98934913,1.052894,0.75101519
0,0.45237681,0.66942412,1.3346879,1.036832,1.297991,0.79739541,0.99743062,0.84261793
0,0.95887887,1.169843,0.61096847,0.38490021,0.89037758,0.68481791,0.90061599,0.62506193
0,0.4087427,0.61893809,1.016169,0.63505328,0.89017898,0.63375062,0.94399017,0.65737492
0,0.94449121,0.95938128,0.9124527,0.85239261,0.90340471,0.84870249,0.91064131,0.82618117
0,0.84649771,0.53225642,1.217783,0.93649352,1.168576,1.144906,1.29984,1.167896
0,1.2966191,0.68482912,0.98020858,0.92839283,0.79446262,0.6753602,0.92590767,0.80552298
0,1.030865,0.97400528,0.67042643,0.64686668,1.244687,0.98618698,1.168036,0.92793018
0,0.68137819,0.45846999,0.51952833,0.82475293,0.82445282,0.73510963,0.84405631,0.80125773
0,0.88685602,1.363492,1.7783149,0.8451702,1.082423,1.043002,1.553129,1.4892679
0,1.233441,0.75278819,1.170278,0.83145273,0.93148929,0.81086493,1.143941,1.05055
0,0.46770671,0.70378703,0.97022361,0.83267528,0.76460868,0.68705499,0.98605168,0.76216972
0,0.58730882,0,0.83551538,0.72617269,0.95803583,0.72179019,0.76910353,0.74694139
0,0.52553213,0.76672459,1.17778,0.62978917,0.80737329,0.6799053,0.99788308,0.65553337
0,0.74307758,0.87877393,1.383305,1.2292351,1.261655,0.88865161,0.97895491,1.111951
0,1.2498,0.56290698,0.8667894,0.71896398,1.175903,0.77218199,1.143281,1.0829999
0,0.80159801,0.38005179,1.776545,0.55168658,0.94320339,0.8537336,0.86499822,0.68373328
0,0.65957099,0.8217451,1.103742,0.76123881,0.99381793,0.82648301,0.96082938,0.96225941
0,0.78025049,0.65975863,2.177103,1.139569,1.558875,1.22835,1.617959,1.662468
0,0.8523953,0.92527521,0.84040242,0.94194031,1.198647,1.0736639,1.318848,1.254642
0,0.49303791,0.66615218,1.207378,0.94155401,0.90388292,0.6279977,0.95894378,0.82073432
0,0.72516751,0.69565833,1.012893,0.54161668,0.94058323,0.66551268,1.348859,1.120881
0,0.68958151,0.87001652,0.97329527,0.62033671,0.8769303,0.75195318,0.88538122,0.73285037
0,0.9124186,0.60475719,0.75959331,0.83300668,0.88481063,0.71294743,0.94939148,0.82488298
0,0.44124779,0.81919688,0.62635118,0.74149841,0.90387338,0.71712238,0.88542747,0.67456359
0,0.80369937,0.93976891,0.69340968,0.91166377,1.084788,0.79315633,0.86452109,0.76464909
0,0.85672438,1.0394681,1.039555,1.195581,0.93915081,0.70129752,1.216031,1.249289
0,0.52104127,0.3559638,0.89223701,0.78549278,0.89660269,0.78721952,0.87849629,0.73473692
0,0.95738852,0.73925292,0.81662112,0.60543478,0.88153648,0.80666149,0.78432828,0.67717832
0,0.47966859,0.98954839,1.0353611,0.96386039,0.70736229,0.7288031,0.98129171,0.91759467
0,0.62787509,0.43139091,0.88702703,0.58469909,0.92728448,0.73875868,0.83156031,0.97815877
0,0.44629309,0.73925298,0.5925554,0.89751232,0.84974062,0.88061672,0.75318521,0.70276302
0,0.75370938,0.77234131,0.76597172,0.88937062,0.94490272,0.76103288,0.93364638,1.032112
0,0.72159111,1.0204509,1.144433,0.80238062,1.1384341,0.82816058,1.099322,0.95334518
0,1.084748,0.80504298,0.84944582,1.005016,1.0609469,0.92191261,1.150813,1.004856
0,0.2837249,,1.32236,0.74017668,1.182031,0.85260028,1.467441,1.5170619
0,1.2451839,0.48078009,0.9878183,0.79739851,0.96421582,1.019447,0.98270422,0.81873173
0,0.45025519,0.3503691,1.77306,0.58341283,1.010206,0.88299769,0.8666954,0.65123749
0,2.498127,0.59747738,1.85164,0.47536811,1.060504,0.8652792,0.92622149,0.61139852
0,0.59576511,0.73395729,1.077019,0.70030802,0.93315512,1.275367,1.210963,0.90843052
0,0.53163552,0.53608572,1.205623,0.72529107,0.89713031,0.85259318,0.81685042,0.8455379
0,0.75491118,0.54303598,0.90408719,0.59490383,0.80905622,0.69270468,1.008693,0.70922601
0,0.4642373,0.76246989,1.78215,0.72388279,1.166308,1.278618,1.310905,1.286523
0,0.4761056,0.55784452,0.61671197,0.60994393,0.82442367,0.70769042,1.0592459,0.7004239
0,0.47002649,0.66099137,1.322759,0.6155113,1.014223,0.83665699,1.131145,1.0678689
0,0.75107592,0.58087718,0.99861401,0.42819041,1.265331,0.70096511,0.88635862,0.75888348
0,0.80701607,0.82718921,0.98020041,0.69028741,1.018702,0.91840279,0.90171528,0.8219716
0,0.79280978,0.56112832,0.55703062,1.1927871,0.79930139,0.66743833,0.85144401,0.68359029
0,0.20445859,,1.505471,0.56816733,0.87001717,0.73662227,0.86865968,0.69366288
0,0.89592987,0.75908768,1.074982,0.79936439,0.7933293,0.82715899,0.8196643,0.70985401
0,0.5847609,0.42055479,1.1306061,0.723997,0.86838889,0.74809778,0.85612261,0.73143291
0,0.78001487,0.65300798,0.79874372,0.48616421,1.032413,0.73642248,1.2021331,0.96980733
0,0.55174237,0.72062469,1.459998,0.51542741,0.92588907,0.84684908,1.020103,0.95872962
0,0.57078832,0.7089653,1.293687,0.79763472,1.0203201,0.77076077,1.327495,0.99426311
0,1.062875,0.98519892,1.033178,0.75491768,1.201123,0.89743543,0.90953279,0.90138209
0,0.84920412,0.62850988,1.633492,0.56837589,0.97153878,0.78149062,0.9329567,0.77584291
0,0.65197217,0.99743438,0.85012507,0.67810649,0.78182763,0.71270323,0.93633687,0.84182698
0,0.55562931,0.698659,1.213442,0.76409721,0.94507319,0.89917529,0.97149152,0.96909231
0,1.386306,0.64713567,0.84952378,0.77312398,0.99038571,0.86942381,0.92872387,0.83187819
0,0.87851709,0.85079658,1.021021,1.199241,1.308983,0.8180238,0.92524338,0.78372282
0,0.78693211,,1.598412,0.56323987,0.97597092,0.76315701,0.95396823,0.79576051
0,0.53349829,0.49642181,0.41216081,0.69575042,0.86427391,0.63291138,0.97951722,0.67186183
0,0.43613279,0.47084469,0.99004662,0.65128732,1.229234,0.98914599,1.1429321,1.064579
0,1.074023,0.93236578,0.94901937,0.58847761,0.95505053,1.0749069,0.82569188,0.74277401
0,0.84043038,0.77354181,1.339136,0.68298811,1.188936,1.010682,1.463529,1.812915
0,0.63530838,0.67591679,0.76580101,0.98511022,1.095453,0.94683152,1.18446,1.014035
0,0.55785853,0.67427307,1.38037,0.69846028,1.262273,0.99693131,1.049376,1.077813
0,0.76217347,0.4378576,1.033621,0.57864112,0.92521548,0.78487653,0.89609832,0.67499429
0,0.51707488,,1.115535,0.65067238,0.96815461,0.88224977,0.86153752,0.8383801
0,1.0140311,0.74359173,0.452048,0.45853379,1.0001121,0.73985732,0.96738702,0.98227942
0,0.6693027,0.88741201,0.74894768,1.044785,1.066907,0.78817159,1.102785,1.018356
0,0.82730907,0.49961421,0.77009392,0.73390698,0.87144887,0.78396022,0.74053448,0.64932168
0,0.88007623,1.177938,0.42500439,0.47332099,0.99110788,0.77874869,0.82150888,0.72862709
0,0.76427871,0.53898662,0.74932301,0.63782662,0.87313342,0.69551069,0.79912728,0.80544192
0,0.6792503,0.93547851,0.86616349,0.59495461,1.031214,0.83281112,0.91236317,0.83317918
0,0.68259889,0.81060833,0.82522392,1.021476,0.96772999,0.78415543,0.85945427,0.83375722
0,0.6937024,0.74340892,0.64644378,0.56473082,0.8590458,0.65859491,0.79617047,0.63550442
0,0.52523512,,1.0246429,0.48587361,1.1859519,0.76906908,0.91999692,0.76459938
0,0.79705429,0.7545982,1.793416,0.68669653,1.051989,0.85067928,1.442066,1.205246
0,1.31058,0.47766241,1.112981,0.76338452,0.79690742,0.71471637,0.98011577,0.69304258
0,0.59897512,0.90739667,0.99660391,0.64103937,1.012475,0.77946877,0.9610734,0.7907328
0,0.68468922,0.99639273,1.081525,0.67931002,0.94074351,0.7819832,1.069756,0.81555122
0,0.92522132,0.78919542,0.96552187,0.74749869,0.89325941,0.7762323,0.96614438,0.87775701
0,0.5013845,0.5249483,1.123045,0.59657657,1.067322,0.7754277,0.86388153,0.7500785
0,0.89526081,0.66113991,0.63111258,0.7938416,0.99707758,0.78612489,1.1143529,0.92721123
0,0.46118891,0.33333331,1.303512,0.53278363,0.87308592,0.70550072,0.74973869,0.78485239
0,0.56764549,0.76714242,0.81171137,0.74371499,0.92892212,0.70058608,0.80186278,0.75098163
0,1.454327,0.3982535,1.197832,0.73762482,0.92127842,0.93248862,0.97792459,1.080339
0,0.71152657,0.68498302,1.732051,0.4242121,0.7911548,0.69755208,0.79975098,0.59677589
0,0.5020768,0.61521822,0.96802652,1.218438,1.12132,1.016322,1.08719,0.8649984
0,0.45253181,0.70710683,,0.44434071,0.91167241,0.78493172,0.81086159,0.77401638
0,0.83118659,0.64880019,1.5036989,0.50901783,0.83137459,0.56035298,0.91011947,0.72895992
0,0.41036421,0.70807701,0.95863372,0.69068903,0.94847947,0.82793128,0.91919351,0.81917793
0,0.50813109,0.77705842,0.62012142,0.71601641,1.17915,0.85261548,0.96715862,1.024213
0,1.088217,1.115268,0.71438158,1.086903,0.94266671,0.77526689,0.85754591,0.7278322
0,0.74722618,1.011525,1.140592,1.001388,1.138976,0.75637698,1.188331,0.84867871
0,0.61267442,0.77197349,,0.2268396,1.137822,0.89658928,0.99441272,0.76502478
0,1.122442,0.74118668,0.70203298,0.81002897,1.381003,0.79761833,1.080025,1.173406
0,0.94801301,0.7265138,0.80792391,0.60822868,0.88560659,0.80970907,0.86769992,0.70927548
0,0.63632691,0.62738347,1.371532,0.66492963,0.89513367,0.79837751,1.020532,1.00097
0,0.50894082,0.4379079,0.96501559,0.69417262,0.75951332,0.75516862,0.91497988,0.82137448
0,0.58975959,0.83015352,0.81323081,0.97508252,0.88689429,0.62725538,0.79981363,0.7351616
0,0.98755658,0.73893982,0.55205822,0.7395435,1.000532,0.89011508,1.075833,1.08049
0,0.99404562,1.130749,,0.25327399,1.244609,1.042271,1.359944,0.89779067
0,0.62981218,0.57885271,0.86910409,1.127142,0.89329749,0.86305702,0.87229222,0.78012598
0,1.055778,0.67911249,1.715614,0.55655509,0.77058703,0.70892531,0.75953859,0.7193405
0,0.79606259,0.59554547,1.259089,0.7542268,0.95213699,0.77664202,1.025606,0.78170288
0,0.6395641,0.51089042,1.271767,0.65783298,0.87337601,0.77646589,0.96962398,0.73119807
0,0.64445758,0.63522452,1.120407,0.80645961,0.95343739,0.74344742,0.90968299,0.7470659
0,0.70766163,0.66406173,0.92068553,0.69949228,1.051301,1.176252,1.451936,2.381423
0,0.61504948,0.55373889,1.0540169,0.77410501,0.79367888,0.80190319,0.9721809,0.7409507
0,1.115734,0.47815779,0.83500499,0.73576051,0.84478092,0.79428869,1.087484,0.81620538
0,0.98538208,0.6449874,0.5726769,0.47380111,0.95053428,0.96824318,0.86725742,0.79366708
