"","ST_CASE","STATE","VEH_NO.x","HIT_RUN","BODY_TYP","GVWR","V_CONFIG","TRAV_SP","DEFORMED","M_HARM","DR_DRINK","DR_ZIP","PREV_ACC","PREV_SUS","PREV_DWI","PREV_SPD","PREV_OTH","LAST_YR","PEDS","PERSONS","COUNTY","CITY","DAY_WEEK","MONTH","DAY","YEAR","HOUR","MINUTE","HARM_EV","MAN_COLL","REL_ROAD","LGT_COND","WEATHER","DRUNK_DR","FATALS","LATITUDE","LONGITUD","VEH_NO.y","PER_NO","AGE","SEX","PER_TYP","INJ_SEV","SEAT_POS","REST_USE","AIR_BAG","DRINKING","DRUGS","HOSPITAL","DOA","LAG_HRS","LAG_MINS","LOCATION","ttd_mins"
"1",100001,10,1,0,31,0,0,35,6,12,0,19802,0,0,0,0,3,2007,0,1,5,0,3,1,2,2007,20,40,30,0,6,2,1,0,1,38.64542222,-75.21009722,0,1,26,1,5,4,0,96,97,1,8,0,7,0,15,13,16
"2",100002,10,1,0,4,0,0,40,6,12,0,19971,0,0,0,0,0,0,1,3,1,0,4,1,3,2007,18,16,8,0,1,2,1,0,1,38.97394167,-75.45253056,0,1,27,2,5,4,0,0,0,0,8,1,0,0,46,3,47
"3",100003,10,4,0,4,0,0,50,4,8,0,19702,0,0,0,0,0,0,0,6,5,0,1,1,9,2011,13,21,12,2,1,1,11,0,1,38.76365556,-75.61220278,0,1,57,1,5,4,0,0,0,1,8,1,0,117,7,12,7028
"4",100003,10,4,0,4,0,0,50,4,8,0,19702,0,0,0,0,0,0,0,6,5,0,1,1,9,2011,13,21,12,2,1,1,11,0,1,38.76365556,-75.61220278,0,1,52,2,5,4,0,0,0,0,1,1,0,0,32,12,33
"5",100003,10,4,0,4,0,0,50,4,8,0,19702,0,0,0,0,0,0,0,6,5,0,1,1,9,2011,13,21,12,2,1,1,11,0,1,38.76365556,-75.61220278,0,1,61,2,5,4,0,96,97,0,1,5,0,7,22,11,443
"6",100003,10,4,0,4,0,0,50,4,8,0,19702,0,0,0,0,0,0,0,6,5,0,1,1,9,2011,13,21,12,2,1,1,11,0,1,38.76365556,-75.61220278,0,1,46,2,5,4,0,0,0,0,8,0,7,0,11,12,12
"7",100004,10,1,0,21,0,0,50,4,8,0,19702,0,0,0,0,0,0,1,2,3,0,1,1,7,2007,11,49,8,0,1,1,1,0,1,39.73487778,-75.57414722,0,1,51,2,5,4,0,96,97,0,8,0,7,0,10,3,11
"8",100004,10,1,0,21,0,0,50,4,8,0,19702,0,0,0,0,0,0,1,2,3,0,1,1,7,2007,11,49,8,0,1,1,1,0,1,39.73487778,-75.57414722,0,1,46,1,5,4,0,0,0,1,0,0,7,0,15,12,16
"9",100004,10,1,0,21,0,0,50,4,8,0,19702,0,0,0,0,0,0,1,2,3,0,1,1,7,2007,11,49,8,0,1,1,1,0,1,39.73487778,-75.57414722,0,1,78,2,5,4,0,0,0,0,8,1,0,0,51,12,52
"10",100005,10,1,0,30,0,0,55,6,12,0,19933,0,0,0,2,1,2011,0,1,5,0,1,1,13,2008,0,48,42,0,5,2,1,1,1,38.7578,-75.1913,0,1,9,1,7,4,0,96,97,8,8,0,7,0,14,2,15
"11",10001,1,1,0,4,0,0,65,6,42,0,35117,1,0,0,1,1,2006,0,2,127,0,6,1,2,2009,18,15,12,5,1,2,1,0,1,33.8051,-87.1335,0,1,79,1,5,4,0,0,0,9,9,0,7,0,0,3,1
"12",100010,10,1,0,2,0,0,99,6,42,1,19947,0,2,3,0,0,2006,0,1,5,0,2,1,19,2009,1,24,42,0,5,2,5,1,1,38.7402,-75.1965,0,1,48,2,5,4,0,96,97,1,1,0,7,0,15,13,16
"13",100010,10,1,0,2,0,0,99,6,42,1,19947,0,2,3,0,0,2006,0,1,5,0,2,1,19,2009,1,24,42,0,5,2,5,1,1,38.7402,-75.1965,0,1,20,1,5,4,0,96,97,1,8,0,7,0,20,11,21
"14",100010,10,1,0,2,0,0,99,6,42,1,19947,0,2,3,0,0,2006,0,1,5,0,2,1,19,2009,1,24,42,0,5,2,5,1,1,38.7402,-75.1965,0,1,73,1,5,4,0,0,0,1,8,0,7,0,17,4,18
"15",100013,10,1,0,15,0,0,45,6,12,0,19350,0,0,0,0,0,0,1,1,3,0,7,2,27,2010,18,32,8,0,1,2,1,0,1,39.70982778,-75.65262778,0,1,66,1,5,4,0,96,97,8,8,5,0,5,27,3,328
"16",100014,10,3,0,15,0,0,45,2,8,0,19901,0,0,0,1,0,2010,1,3,3,0,7,3,6,2010,23,51,8,0,1,2,1,0,1,39.66597222,-75.60447778,0,1,52,1,5,4,0,96,97,1,8,0,7,24,14,11,1455
"17",100014,10,3,0,15,0,0,45,2,8,0,19901,0,0,0,1,0,2010,1,3,3,0,7,3,6,2010,23,51,8,0,1,2,1,0,1,39.66597222,-75.60447778,0,1,64,2,5,4,0,0,0,0,8,1,0,21,18,1,1279
"18",100014,10,3,0,15,0,0,45,2,8,0,19901,0,0,0,1,0,2010,1,3,3,0,7,3,6,2010,23,51,8,0,1,2,1,0,1,39.66597222,-75.60447778,0,1,52,1,5,4,0,96,97,0,8,0,7,0,13,2,14
"19",100015,10,1,1,99,0,0,999,9,8,0,99999,99,99,99,99,99,9999,0,2,1,0,6,3,7,2008,23,50,13,2,1,2,2,1,1,38.9727,-75.5668,0,1,90,1,5,4,0,0,0,8,8,1,0,6,3,12,364
"20",100017,10,1,0,14,0,0,50,6,30,1,21227,0,0,0,0,0,0,0,1,5,0,1,3,16,2008,1,5,35,0,4,2,2,1,1,38.7432,-75.687,0,1,65,1,5,4,0,96,97,1,8,0,7,0,36,13,37
"21",10002,1,1,0,66,3,6,99,6,30,0,35619,0,0,0,0,0,0,0,1,35,1080,2,1,11,2010,6,0,30,0,4,3,1,0,1,31.43044722,-86.95669444,0,1,47,1,6,4,0,0,0,9,9,1,0,1,40,12,101
"22",100021,10,1,0,21,0,0,998,6,1,0,19953,0,0,0,0,0,0,0,2,5,0,2,3,24,2008,15,54,12,4,1,1,1,1,1,38.7316,-75.3236,0,1,51,1,6,4,0,6,0,0,1,1,0,218,47,15,13128
"23",100021,10,1,0,21,0,0,998,6,1,0,19953,0,0,0,0,0,0,0,2,5,0,2,3,24,2008,15,54,12,4,1,1,1,1,1,38.7316,-75.3236,0,1,52,1,5,4,0,96,97,1,8,0,7,0,43,3,44
"24",100022,10,1,0,4,0,0,50,6,30,1,19940,0,0,0,0,0,0,1,2,1,130,7,4,23,2011,16,56,8,0,1,1,1,0,1,39.16678611,-75.55943611,0,1,5,1,5,4,0,96,97,8,8,5,0,0,39,11,40
"25",100022,10,1,0,4,0,0,50,6,30,1,19940,0,0,0,0,0,0,1,2,1,130,7,4,23,2011,16,56,8,0,1,1,1,0,1,39.16678611,-75.55943611,0,1,18,1,6,4,0,0,0,8,8,0,7,0,20,12,21
"26",100022,10,1,0,4,0,0,50,6,30,1,19940,0,0,0,0,0,0,1,2,1,130,7,4,23,2011,16,56,8,0,1,1,1,0,1,39.16678611,-75.55943611,0,1,16,1,5,4,0,96,97,0,8,0,7,0,13,11,14
"27",100023,10,1,0,14,0,0,50,6,12,0,8755,99,99,99,99,99,9999,0,4,5,320,2,4,13,2009,13,45,12,6,4,1,1,0,3,38.945,-75.4268,0,1,56,1,5,4,0,0,0,1,1,1,0,0,28,12,29
"28",100024,10,1,0,4,0,0,999,6,43,1,19950,0,0,0,0,1,2010,0,1,5,0,1,4,18,2010,18,17,42,0,5,1,1,1,1,38.84151389,-75.45719167,0,1,37,2,5,4,0,0,0,0,8,0,7,0,48,12,49
"29",100025,10,1,0,80,0,0,40,6,1,1,19720,0,0,0,0,2,2010,1,2,3,490,4,4,21,2010,16,12,12,6,1,1,2,0,1,39.743625,-75.55031667,0,1,48,1,5,4,0,96,97,8,8,5,0,1,48,28,109
"30",100026,10,1,0,4,0,0,60,6,1,1,19934,0,0,0,1,0,2008,0,2,5,0,7,4,30,2011,10,25,35,0,6,1,10,0,2,38.69428611,-75.48568611,0,1,54,1,5,4,0,0,0,1,8,0,7,0,11,12,12
"31",100027,10,1,0,4,0,0,0,6,12,0,19960,0,5,0,0,0,2006,0,2,3,0,3,2,20,2007,0,19,12,1,1,2,1,0,1,39.74137222,-75.51684444,0,1,5,1,6,4,0,0,0,8,8,1,0,0,40,3,41
"32",100028,10,2,0,30,0,0,35,6,12,1,19711,0,0,0,0,0,0,0,1,3,0,6,4,30,2010,0,34,31,0,3,6,1,1,1,39.71550556,-75.74129167,0,1,70,2,5,4,0,96,97,8,8,5,0,3,39,2,220
"33",100029,10,1,0,80,0,0,999,6,30,1,19720,0,1,1,0,1,2010,1,2,3,490,6,4,25,2008,1,25,8,0,1,3,1,0,1,39.7459,-75.5638,0,1,39,2,5,4,0,0,0,9,9,1,0,0,39,3,40
"34",100030,10,1,0,4,0,0,999,6,19,0,19977,0,0,0,0,0,0,0,1,1,450,6,4,22,2011,17,29,19,0,4,1,1,0,1,39.30496389,-75.59762222,0,1,70,1,5,4,0,96,97,1,8,0,7,0,13,13,14
"35",100032,10,1,0,4,0,0,65,6,42,1,19390,0,1,0,0,1,2010,1,2,3,0,1,7,12,2009,8,2,8,0,2,1,1,0,1,39.4659,-75.7732,0,1,67,1,5,4,0,0,0,0,8,1,0,0,35,15,36
"36",100033,10,3,0,31,0,0,50,6,12,0,19709,0,0,0,2,0,2008,1,2,3,490,3,5,13,2008,6,44,8,0,1,1,1,0,1,39.7393,-75.5623,0,1,55,1,5,4,0,0,0,8,8,0,7,0,0,11,1
"37",100033,10,3,0,31,0,0,50,6,12,0,19709,0,0,0,2,0,2008,1,2,3,490,3,5,13,2008,6,44,8,0,1,1,1,0,1,39.7393,-75.5623,0,1,50,1,5,4,0,96,97,1,8,5,0,3,18,11,199
"38",100034,10,2,0,4,0,0,50,6,12,0,19947,0,0,0,0,1,2004,0,1,3,0,2,5,16,2011,14,27,30,0,3,1,1,0,1,39.73230833,-75.57997222,0,1,32,1,5,4,0,0,0,9,9,0,7,1,0,11,61
"39",100035,10,1,0,4,0,0,40,2,8,0,19720,0,0,0,0,0,0,1,3,3,150,3,5,13,2008,16,44,9,0,1,1,1,0,1,39.7407,-75.5853,0,1,60,1,6,4,0,0,0,8,8,0,7,0,0,12,1
"40",100035,10,1,0,4,0,0,40,2,8,0,19720,0,0,0,0,0,0,1,3,3,150,3,5,13,2008,16,44,9,0,1,1,1,0,1,39.7407,-75.5853,0,1,16,2,5,4,0,96,97,0,8,5,0,0,14,11,15
"41",100035,10,1,0,4,0,0,40,2,8,0,19720,0,0,0,0,0,0,1,3,3,150,3,5,13,2008,16,44,9,0,1,1,1,0,1,39.7407,-75.5853,0,1,40,1,5,4,0,96,97,0,8,5,0,61,23,11,3684
"42",100037,10,1,0,4,0,0,50,6,30,1,19709,0,0,0,0,2,2010,1,5,3,0,6,6,5,2009,21,20,8,0,1,2,1,1,1,39.6221,-75.6869,0,1,45,1,5,4,0,0,0,1,8,1,0,3,3,12,184
"43",100039,10,3,0,2,0,0,75,2,8,0,19901,0,0,0,0,0,0,0,1,1,0,5,6,5,2008,0,55,27,0,6,2,1,1,1,39.0944,-75.5446,0,1,21,1,5,4,0,0,0,8,8,0,7,0,27,12,28
"44",100040,10,2,0,4,0,0,0,6,12,0,21078,0,0,0,0,0,0,0,1,5,0,3,6,9,2009,21,1,38,0,6,2,1,0,1,38.716,-75.0822,0,1,8,2,5,4,0,96,97,8,8,1,0,16,38,11,999
"45",100040,10,2,0,4,0,0,0,6,12,0,21078,0,0,0,0,0,0,0,1,5,0,3,6,9,2009,21,1,38,0,6,2,1,0,1,38.716,-75.0822,0,1,11,2,5,4,0,96,97,8,8,0,7,21,37,13,1298
"46",100047,10,2,0,80,0,0,998,6,12,0,19956,0,0,0,0,0,0,0,3,5,60,5,6,30,2011,16,2,12,6,1,1,1,0,1,38.73716944,-75.59205,0,1,64,1,5,4,0,0,0,1,8,1,0,1,9,12,70
"47",100049,10,1,0,4,0,0,50,4,8,0,19720,0,0,0,0,0,0,0,2,3,0,2,7,6,2009,14,49,12,2,1,1,1,0,1,39.5808,-75.6273,0,1,37,1,5,4,0,96,97,1,8,0,7,0,17,3,18
"48",10005,1,2,0,16,0,0,55,2,12,0,35114,0,0,0,0,0,0,0,1,77,0,7,1,3,2009,0,5,34,0,4,2,5,1,1,34.9895,-87.2258,0,2,52,2,5,4,0,0,0,9,9,1,0,1,15,11,76
"49",10005,1,2,0,16,0,0,55,2,12,0,35114,0,0,0,0,0,0,0,1,77,0,7,1,3,2009,0,5,34,0,4,2,5,1,1,34.9895,-87.2258,0,1,59,1,5,4,0,0,0,9,9,1,0,0,36,11,37
"50",100050,10,3,0,80,0,0,65,6,12,1,8021,1,0,0,0,0,2009,0,3,3,0,4,6,29,2011,21,29,12,1,1,2,1,2,1,39.74686111,-75.51160833,0,1,20,2,5,4,0,96,97,8,8,0,7,0,0,2,1
"51",100051,10,2,0,5,0,0,45,6,12,0,19720,1,0,0,0,2,2007,1,2,3,0,1,7,6,2008,11,35,8,0,1,1,1,0,1,39.7212,-75.5966,0,1,76,1,5,4,0,0,0,0,8,0,7,0,25,12,26
"52",100051,10,2,0,5,0,0,45,6,12,0,19720,1,0,0,0,2,2007,1,2,3,0,1,7,6,2008,11,35,8,0,1,1,1,0,1,39.7212,-75.5966,0,3,0,2,8,4,0,0,0,8,8,1,0,1,42,12,103
"53",100053,10,2,0,4,0,0,40,6,12,0,19805,99,99,99,99,99,9999,0,5,5,0,7,6,16,2007,7,21,27,0,3,1,1,0,1,38.73004444,-75.59127778,0,1,36,2,5,4,0,96,97,1,0,0,7,0,18,13,19
"54",100054,10,1,0,14,0,0,55,4,8,0,19934,0,0,0,1,0,2006,0,6,3,0,4,7,28,2010,21,48,1,0,3,2,1,1,1,39.63477778,-75.65528889,0,1,55,1,5,4,0,0,0,0,8,1,0,0,35,15,36
"55",100054,10,1,0,14,0,0,55,4,8,0,19934,0,0,0,1,0,2006,0,6,3,0,4,7,28,2010,21,48,1,0,3,2,1,1,1,39.63477778,-75.65528889,0,1,32,1,5,4,0,96,97,8,8,5,0,0,33,11,34
"56",100055,10,1,0,80,0,0,50,6,1,1,19971,0,1,3,0,0,2008,0,3,5,0,3,7,26,2011,21,26,12,6,1,2,1,0,1,38.8909,-75.38852778,0,1,66,1,6,4,0,0,0,0,8,0,7,0,22,15,23
"57",100056,10,1,0,4,0,0,55,6,1,0,19064,0,0,0,0,0,0,1,1,5,0,1,8,1,2010,21,10,9,0,1,2,1,0,1,38.603725,-75.51546944,0,1,52,1,6,4,0,96,97,1,8,5,0,14,10,2,851
"58",100056,10,1,0,4,0,0,55,6,1,0,19064,0,0,0,0,0,0,1,1,5,0,1,8,1,2010,21,10,9,0,1,2,1,0,1,38.603725,-75.51546944,0,1,61,1,6,4,0,0,0,0,8,1,0,0,48,12,49
"59",100057,10,1,0,90,0,0,44,6,12,0,19973,0,0,0,0,0,0,0,3,5,0,3,8,3,2010,12,21,12,6,1,1,1,0,1,38.669025,-75.54791389,0,1,28,1,5,4,0,0,0,1,8,1,0,351,9,12,21070
"60",100058,10,1,0,80,0,0,35,6,12,0,19952,0,0,0,0,0,0,0,2,3,0,2,8,8,2011,14,35,12,6,1,1,1,1,1,39.64740278,-75.74721389,0,1,12,1,6,4,0,0,0,0,0,0,7,0,16,11,17
"61",100059,10,1,0,31,0,0,35,2,8,0,19805,0,0,0,0,0,0,0,3,5,0,1,7,15,2007,14,1,12,4,1,1,1,0,1,38.67680278,-75.29204722,0,1,43,1,5,4,0,0,0,1,1,1,0,21,46,12,1307
"62",100060,10,1,2,99,0,0,99,9,8,0,99999,99,99,99,99,99,9999,0,4,1,0,4,7,25,2007,2,50,42,0,6,2,1,0,2,38.93173333,-75.57729722,0,1,50,1,5,4,0,0,0,1,8,1,0,6,2,12,363
"63",100062,10,1,0,21,0,0,50,4,12,0,19939,0,0,0,1,1,2007,0,1,3,0,6,7,27,2007,19,14,1,0,6,5,1,1,1,39.52920556,-75.73771389,0,1,48,1,5,4,0,0,0,1,8,0,7,0,18,13,19
"64",100063,10,2,0,4,0,0,50,6,12,0,19901,0,0,0,2,0,2010,1,2,5,0,7,7,28,2007,7,41,8,0,2,1,1,0,1,38.68129444,-75.07221389,0,1,50,1,5,4,0,96,97,8,8,0,7,0,0,11,1
"65",100063,10,2,0,4,0,0,50,6,12,0,19901,0,0,0,2,0,2010,1,2,5,0,7,7,28,2007,7,41,8,0,2,1,1,0,1,38.68129444,-75.07221389,0,1,44,1,5,4,0,0,0,0,8,0,7,0,17,15,18
"66",100065,10,1,0,2,0,0,35,6,8,0,19709,0,0,1,0,0,2011,0,2,3,0,3,7,17,2007,17,52,12,1,1,1,1,0,1,39.72039722,-75.66522778,0,1,29,2,5,4,0,0,0,8,8,0,7,0,18,12,19
"67",100065,10,1,0,2,0,0,35,6,8,0,19709,0,0,1,0,0,2011,0,2,3,0,3,7,17,2007,17,52,12,1,1,1,1,0,1,39.72039722,-75.66522778,0,1,29,1,5,4,0,0,0,1,8,0,7,0,13,12,14
"68",100065,10,1,0,2,0,0,35,6,8,0,19709,0,0,1,0,0,2011,0,2,3,0,3,7,17,2007,17,52,12,1,1,1,1,0,1,39.72039722,-75.66522778,0,1,38,2,5,4,0,96,97,1,1,5,0,8,55,11,536
"69",100065,10,1,0,2,0,0,35,6,8,0,19709,0,0,1,0,0,2011,0,2,3,0,3,7,17,2007,17,52,12,1,1,1,1,0,1,39.72039722,-75.66522778,0,1,41,1,5,4,0,96,97,1,8,0,7,0,0,11,1
"70",100066,10,1,0,4,0,0,50,4,8,0,19720,0,0,0,0,0,0,1,2,3,0,4,9,2,2009,21,30,8,0,1,2,1,0,1,39.7262,-75.5463,0,1,72,2,5,4,0,0,0,0,8,0,7,0,12,3,13
"71",100066,10,1,0,4,0,0,50,4,8,0,19720,0,0,0,0,0,0,1,2,3,0,4,9,2,2009,21,30,8,0,1,2,1,0,1,39.7262,-75.5463,0,1,21,1,5,4,0,96,97,1,8,5,0,27,17,11,1638
"72",100066,10,1,0,4,0,0,50,4,8,0,19720,0,0,0,0,0,0,1,2,3,0,4,9,2,2009,21,30,8,0,1,2,1,0,1,39.7262,-75.5463,0,1,13,1,5,4,0,0,0,0,0,0,7,0,23,12,24
"73",100067,10,1,0,20,0,0,35,6,12,0,19901,0,0,0,0,0,0,1,2,1,0,5,9,3,2009,23,0,8,0,1,2,1,0,1,39.0803,-75.5519,0,1,30,1,5,4,0,0,0,1,0,0,7,0,20,11,21
"74",100068,10,1,0,1,0,0,62,6,12,1,21061,0,0,0,0,0,0,0,2,5,0,5,8,2,2007,21,13,12,2,1,2,1,1,1,38.80665,-75.61190833,0,1,55,2,5,4,0,0,0,8,8,1,0,0,45,18,46
"75",100069,10,1,0,4,0,0,55,6,12,1,19709,0,0,0,1,0,2011,1,4,1,0,6,8,10,2007,5,10,8,0,2,2,1,0,1,39.02551389,-75.56265,0,1,38,1,5,4,0,0,0,8,8,0,7,0,30,15,31
"76",100070,10,1,0,4,0,0,999,6,12,0,19711,0,0,0,0,0,0,0,1,5,0,6,8,22,2008,0,15,33,0,4,2,1,1,1,38.4561,-75.0523,0,1,46,1,5,4,0,0,0,1,1,1,0,2,35,12,156
"77",100070,10,1,0,4,0,0,999,6,12,0,19711,0,0,0,0,0,0,0,1,5,0,6,8,22,2008,0,15,33,0,4,2,1,1,1,38.4561,-75.0523,0,1,39,1,5,4,0,96,97,1,8,5,0,0,33,9,34
"78",100072,10,3,0,49,0,0,65,6,12,1,19078,0,1,0,0,1,2011,0,3,3,0,6,9,30,2011,3,26,12,1,1,2,1,1,1,39.75217778,-75.50173889,0,1,21,1,5,4,0,96,97,1,8,0,7,0,24,11,25
"79",100073,10,2,0,14,0,0,35,0,8,0,19973,0,0,0,0,0,0,1,4,5,0,6,10,15,2010,21,33,8,0,1,2,1,0,1,38.63832778,-75.55263611,0,1,15,1,5,4,0,96,97,8,8,5,0,0,16,11,17
"80",100073,10,2,0,14,0,0,35,0,8,0,19973,0,0,0,0,0,0,1,4,5,0,6,10,15,2010,21,33,8,0,1,2,1,0,1,38.63832778,-75.55263611,0,1,29,1,5,4,0,96,97,1,8,5,0,0,57,13,58
"81",100074,10,1,5,99,0,0,99,9,14,0,19720,0,2,0,1,1,2008,0,2,3,0,5,10,28,2010,15,12,24,0,4,1,1,0,2,39.57552778,-75.65769167,0,1,54,2,5,4,0,0,0,1,8,0,7,0,24,12,25
"82",100075,10,1,0,14,0,0,55,6,12,0,19952,0,0,0,0,0,0,0,3,5,0,2,9,1,2008,22,16,12,1,1,3,1,2,1,38.7092,-75.0938,0,1,51,2,5,4,0,0,0,8,8,0,7,0,5,12,6
"83",100076,10,1,0,20,0,0,50,6,30,1,19901,0,0,0,0,0,0,1,1,1,0,1,11,7,2010,9,0,8,0,1,1,1,0,1,39.07297778,-75.61555,0,1,31,1,5,4,0,96,97,1,8,0,7,4,32,11,273
"84",100076,10,1,0,20,0,0,50,6,30,1,19901,0,0,0,0,0,0,1,1,1,0,1,11,7,2010,9,0,8,0,1,1,1,0,1,39.07297778,-75.61555,0,1,45,2,5,4,0,0,0,1,1,1,0,0,32,12,33
"85",100077,10,1,0,20,0,0,57,4,9,0,19973,0,0,0,2,0,2010,0,4,1,0,7,9,22,2007,21,0,12,2,1,2,1,1,1,38.95466944,-75.47457222,0,1,54,1,6,4,0,96,97,8,8,5,0,9,54,11,595
"86",10008,1,1,0,63,3,2,99,6,12,0,36067,3,3,0,0,0,2006,0,4,9,0,7,1,2,2010,15,37,31,0,4,3,1,0,1,33.99555556,-86.43900278,0,1,32,1,5,4,0,0,0,9,9,1,0,0,12,15,13
"87",100082,10,1,0,15,0,0,998,2,8,0,21921,0,0,0,0,0,0,1,1,3,490,7,11,5,2011,18,58,8,0,1,3,1,0,1,39.74136389,-75.56261111,0,1,30,2,5,4,0,96,97,8,8,5,0,0,38,11,39
"88",100082,10,1,0,15,0,0,998,2,8,0,21921,0,0,0,0,0,0,1,1,3,490,7,11,5,2011,18,58,8,0,1,3,1,0,1,39.74136389,-75.56261111,0,1,39,1,5,4,0,0,0,1,8,0,7,0,27,12,28
"89",100083,10,1,1,4,0,0,55,6,12,1,19901,0,0,0,0,0,0,0,1,5,0,7,9,13,2008,1,46,34,0,6,2,2,1,1,38.7833,-75.3675,0,1,15,1,5,4,0,96,97,8,8,0,7,0,19,21,20
"90",100083,10,1,1,4,0,0,55,6,12,1,19901,0,0,0,0,0,0,0,1,5,0,7,9,13,2008,1,46,34,0,6,2,2,1,1,38.7833,-75.3675,0,1,13,1,6,4,0,0,0,8,8,0,7,9,22,11,563
"91",100084,10,1,0,4,0,0,55,6,19,0,19933,99,99,99,99,99,9999,1,1,5,0,7,10,29,2011,15,3,32,0,4,1,2,0,1,38.71202222,-75.40625278,0,1,59,1,6,4,0,0,0,1,8,0,7,0,0,12,1
"92",100086,10,2,0,30,0,0,50,6,1,1,19734,0,0,0,0,0,0,0,1,5,0,6,10,10,2008,20,7,42,0,5,2,1,1,1,38.8557,-75.3502,0,1,45,1,5,4,0,0,0,0,1,0,7,0,8,11,9
"93",100087,10,1,0,63,3,4,50,2,12,0,19947,0,0,0,0,0,0,0,1,3,0,3,10,14,2008,6,8,1,0,6,2,1,1,1,39.7732,-75.5807,0,1,23,1,5,4,0,0,0,1,8,0,7,0,30,15,31
"94",100088,10,2,0,2,0,0,55,4,12,0,19956,0,0,0,2,0,2007,0,1,1,0,4,11,30,2011,17,0,11,0,1,2,1,0,1,39.07576667,-75.60552778,0,1,18,1,5,4,0,0,0,8,8,1,0,1,19,12,80
"95",100088,10,2,0,2,0,0,55,4,12,0,19956,0,0,0,2,0,2007,0,1,1,0,4,11,30,2011,17,0,11,0,1,2,1,0,1,39.07576667,-75.60552778,0,1,44,1,5,4,0,96,97,8,8,0,7,0,0,11,1
"96",100089,10,1,0,52,3,21,45,2,8,0,19701,0,0,0,0,0,0,0,8,5,0,7,11,7,2009,13,12,12,1,1,1,1,0,1,38.7359,-75.14,0,1,48,2,5,4,0,0,0,1,1,0,7,0,15,2,16
"97",100089,10,1,0,52,3,21,45,2,8,0,19701,0,0,0,0,0,0,0,8,5,0,7,11,7,2009,13,12,12,1,1,1,1,0,1,38.7359,-75.14,0,1,45,1,5,4,0,96,97,8,8,0,7,0,13,11,14
"98",10009,1,2,0,15,0,0,50,6,12,0,36532,0,0,0,2,0,2006,0,2,51,0,7,1,2,2010,9,55,1,0,4,1,1,0,1,32.70871667,-86.14818611,0,1,28,1,5,4,0,0,0,0,0,0,7,0,0,15,1
"99",10009,1,2,0,15,0,0,50,6,12,0,36532,0,0,0,2,0,2006,0,2,51,0,7,1,2,2010,9,55,1,0,4,1,1,0,1,32.70871667,-86.14818611,0,1,66,2,5,4,0,96,97,9,9,0,7,0,0,21,1
"100",100090,10,2,0,61,2,1,55,6,12,0,19973,0,0,0,1,1,2009,1,3,3,0,2,11,9,2009,16,43,9,0,1,5,1,0,1,39.6613,-75.6641,0,1,13,2,6,4,0,0,0,0,8,1,8,0,25,3,26
"101",100092,10,1,0,14,0,0,45,6,8,0,19713,0,0,0,0,0,0,1,2,1,130,7,11,1,2008,18,45,9,0,1,3,1,1,1,39.1941,-75.5479,0,1,32,1,5,4,0,96,97,0,8,1,0,24,33,11,1474
"102",100092,10,1,0,14,0,0,45,6,8,0,19713,0,0,0,0,0,0,1,2,1,130,7,11,1,2008,18,45,9,0,1,3,1,1,1,39.1941,-75.5479,0,1,48,1,6,4,0,0,0,1,8,0,7,0,18,2,19
"103",100094,10,1,0,4,0,0,45,6,8,0,19428,0,0,0,0,0,0,1,3,3,0,1,11,9,2008,20,46,8,0,1,3,1,0,1,39.6619,-75.6083,0,1,53,2,5,4,0,0,0,1,8,1,0,0,44,3,45
"104",100094,10,1,0,4,0,0,45,6,8,0,19428,0,0,0,0,0,0,1,3,3,0,1,11,9,2008,20,46,8,0,1,3,1,0,1,39.6619,-75.6083,0,1,50,1,5,4,0,96,97,8,8,5,0,1,38,11,99
"105",100095,10,2,0,14,0,0,50,6,12,0,19946,0,0,0,0,2,2007,0,1,5,320,4,8,12,2009,15,4,32,0,4,1,2,0,1,38.8854,-75.4395,0,1,18,1,5,4,0,0,0,1,8,0,7,0,2,12,3
"106",100096,10,2,0,30,0,0,30,4,12,0,21921,0,0,0,0,0,0,0,2,5,0,6,11,16,2007,23,5,34,0,6,2,1,1,1,38.693625,-75.25325556,0,1,21,1,5,4,0,0,0,1,1,1,0,7,16,4,437
"107",100097,10,1,2,2,0,0,45,4,8,1,19804,0,1,1,0,0,2007,1,2,3,0,6,11,16,2007,1,25,8,0,1,3,1,2,1,39.689425,-75.60357778,0,1,36,2,5,4,0,0,0,1,8,0,7,0,27,12,28
"108",100098,10,1,0,4,0,0,50,6,36,0,19950,0,0,0,0,0,0,0,1,5,0,6,11,21,2008,7,37,27,0,6,1,1,0,1,38.7508,-75.6036,0,1,49,1,5,4,0,0,0,1,8,0,7,0,0,12,1
"109",100100,10,1,0,3,0,0,45,4,8,0,19713,0,0,0,0,0,0,0,1,3,0,5,11,29,2007,15,29,42,0,6,1,1,0,1,39.65556667,-75.65473333,0,1,24,2,5,4,0,0,0,1,1,1,0,10,25,12,626
"110",100103,10,1,0,90,0,0,50,6,1,0,19956,99,99,99,99,99,9999,2,3,3,0,7,12,20,2008,21,52,12,3,1,2,1,0,1,39.6825,-75.5889,0,2,29,2,5,4,0,0,0,1,8,1,0,35,38,3,2139
"111",100105,10,1,0,14,0,0,50,2,8,0,19720,0,0,0,0,0,0,1,2,3,0,4,12,31,2008,18,30,8,0,1,2,1,0,1,39.6968,-75.5626,0,1,68,2,5,4,0,0,0,0,8,0,7,0,19,3,20
