"","ST_CASE","STATE","VEH_NO.x","HIT_RUN","BODY_TYP","GVWR","V_CONFIG","TRAV_SP","DEFORMED","M_HARM","DR_DRINK","DR_ZIP","PREV_ACC","PREV_SUS","PREV_DWI","PREV_SPD","PREV_OTH","LAST_YR","PEDS","PERSONS","COUNTY","CITY","DAY_WEEK","MONTH","DAY","YEAR","HOUR","MINUTE","HARM_EV","MAN_COLL","REL_ROAD","LGT_COND","WEATHER","DRUNK_DR","FATALS","LATITUDE","LONGITUD","VEH_NO.y","PER_NO","AGE","SEX","PER_TYP","INJ_SEV","SEAT_POS","REST_USE","AIR_BAG","DRINKING","DRUGS","HOSPITAL","DOA","LAG_HRS","LAG_MINS","LOCATION","ttd_mins"
"15",100027,10,1,0,31,0,0,50,6,12,0,19734,0,3,0,0,0,2003,0,1,5,0,4,3,1,2006,23,0,1,0,6,2,1,1,1,38.74221111,-75.68806111,0,1,75,2,5,4,0,0,0,0,8,1,0,10,13,12,614
"16",100028,10,3,0,4,0,0,0,6,12,0,19901,0,1,0,1,3,2004,1,3,3,0,6,4,18,2003,0,31,8,0,1,2,1,0,1,39.62026389,-75.69150556,0,1,27,1,5,4,0,0,0,0,8,0,7,0,19,12,20
"17",100029,10,2,0,4,0,0,50,6,12,0,21644,0,0,0,0,0,0,0,1,5,0,1,3,21,2004,1,0,30,0,6,2,1,1,1,38.71886667,-75.222175,0,1,46,2,5,4,0,0,0,1,8,0,7,0,30,12,31
"18",100033,10,1,0,2,0,0,50,6,42,0,19701,0,0,0,1,1,2005,0,3,3,0,6,4,19,2002,15,3,12,4,1,1,1,0,1,39.779725,-75.50641944,0,1,81,2,5,4,0,0,0,0,8,0,7,0,29,11,30
"19",100034,10,1,0,4,0,0,40,4,8,0,19943,0,0,0,0,0,0,0,1,5,0,4,3,22,2006,13,7,31,0,6,1,1,0,1,38.83038611,-75.58392778,0,1,46,1,5,4,0,0,0,0,8,0,7,0,17,11,18
"20",100036,10,1,0,4,0,0,50,6,12,0,19975,0,0,0,0,0,0,0,2,1,0,6,4,26,2002,17,55,34,0,6,1,1,0,1,38.89798611,-75.57116667,0,1,18,1,5,4,0,0,0,0,8,1,0,0,19,10,20
"21",100038,10,1,0,4,0,0,40,4,9,0,19966,0,0,0,1,0,2005,1,2,5,0,5,4,28,2005,22,4,9,0,1,2,1,1,1,38.74578056,-75.15676667,0,1,22,2,6,4,0,0,0,1,8,1,0,0,32,11,33
"22",100039,10,1,0,66,3,6,65,2,8,0,21921,0,0,0,0,0,0,0,3,1,0,6,3,31,2006,13,38,12,2,1,1,1,0,1,39.19255,-75.700475,0,1,29,1,5,4,0,0,0,1,8,0,7,0,26,3,27
"23",10004,1,1,0,4,0,0,99,6,8,0,36066,0,0,0,0,0,0,0,1,117,0,5,1,3,2002,1,0,3,0,5,2,1,0,1,33.25592222,-86.4616,0,1,60,1,5,4,0,0,0,8,9,0,7,0,8,13,9
"24",100041,10,1,0,63,3,1,35,6,1,0,19966,0,2,0,1,0,2001,1,2,3,0,6,5,7,2004,20,41,8,0,1,2,1,0,1,39.66520556,-75.69641111,0,1,65,1,5,4,0,0,0,0,8,0,7,0,15,11,16
"25",100043,10,1,0,31,0,0,50,6,1,1,19702,0,2,0,0,0,2003,1,3,5,0,4,5,12,2004,0,50,9,0,1,2,1,1,1,38.60506111,-75.58408056,0,1,43,1,6,4,0,0,0,1,8,0,7,0,11,11,12
"26",100045,10,1,0,4,0,0,50,2,9,0,19963,0,0,0,0,0,0,0,2,5,0,4,4,20,2005,12,4,12,4,1,1,1,0,1,38.66388056,-75.3787,0,1,16,1,6,4,0,0,0,0,8,1,0,12,24,11,745
"27",100046,10,1,0,63,3,2,50,4,12,0,21901,0,0,0,0,0,0,0,3,3,0,4,5,26,2004,15,31,12,2,2,1,1,0,1,39.60688333,-75.76953333,0,1,46,2,5,4,0,0,0,1,8,0,7,0,50,12,51
"28",100050,10,2,0,31,0,0,45,2,12,0,19709,0,0,0,1,0,2005,0,1,5,0,2,7,8,2002,9,20,12,1,1,1,1,0,1,38.57032222,-75.56251944,0,1,20,1,5,4,0,0,0,0,8,1,0,0,43,12,44
"29",100050,10,2,0,31,0,0,45,2,12,0,19709,0,0,0,1,0,2005,0,1,5,0,2,7,8,2002,9,20,12,1,1,1,1,0,1,38.57032222,-75.56251944,0,1,45,1,6,4,0,0,0,0,8,1,0,2,43,12,164
"30",100052,10,1,0,4,0,0,40,4,8,0,19901,0,0,0,0,0,0,0,12,3,0,1,6,20,2004,9,7,12,8,1,1,1,0,1,39.64853056,-75.73351944,0,1,29,1,6,4,0,0,0,1,8,1,0,1,41,12,102
"31",100052,10,1,0,4,0,0,40,4,8,0,19901,0,0,0,0,0,0,0,12,3,0,1,6,20,2004,9,7,12,8,1,1,1,0,1,39.64853056,-75.73351944,0,1,43,1,5,4,0,0,0,1,8,0,7,0,0,12,1
"32",100052,10,1,0,4,0,0,40,4,8,0,19901,0,0,0,0,0,0,0,12,3,0,1,6,20,2004,9,7,12,8,1,1,1,0,1,39.64853056,-75.73351944,0,1,66,1,5,4,0,0,0,0,8,0,7,0,18,11,19
"33",100054,10,1,0,80,0,0,55,6,1,0,21040,0,0,0,0,0,0,0,2,1,0,4,7,17,2002,21,45,1,0,1,2,1,1,1,39.17342222,-75.71161389,0,1,16,2,5,4,0,0,0,1,8,1,0,1,26,12,87
"34",100054,10,1,0,80,0,0,55,6,1,0,21040,0,0,0,0,0,0,0,2,1,0,4,7,17,2002,21,45,1,0,1,2,1,1,1,39.17342222,-75.71161389,0,1,36,1,5,4,0,0,0,1,8,0,7,0,13,2,14
"35",100057,10,1,0,31,0,0,99,9,12,0,19975,0,0,0,0,0,0,0,1,3,0,1,6,26,2005,2,34,24,0,2,2,1,1,1,39.6903,-75.63929444,0,1,48,1,5,4,0,0,0,0,8,0,7,0,34,17,35
"36",100059,10,1,0,4,0,0,55,6,12,1,19713,0,3,2,0,0,2003,0,4,3,0,1,7,3,2005,1,32,12,10,1,2,1,2,1,39.71505833,-75.58134444,0,1,38,1,6,4,0,0,0,0,8,1,0,1,20,18,81
"37",100059,10,1,0,4,0,0,55,6,12,1,19713,0,3,2,0,0,2003,0,4,3,0,1,7,3,2005,1,32,12,10,1,2,1,2,1,39.71505833,-75.58134444,0,1,42,1,5,4,0,0,0,8,8,1,0,0,15,15,16
"38",100060,10,2,0,31,0,0,50,2,8,0,19508,0,0,0,0,0,0,0,2,5,0,6,8,2,2002,1,0,42,0,6,2,1,1,1,38.73951111,-75.29010278,0,1,49,1,5,4,0,0,0,1,8,0,7,0,24,11,25
"39",100062,10,1,0,80,0,0,55,6,20,1,19720,0,3,0,1,0,2002,0,1,1,0,6,7,4,2003,0,40,25,0,2,3,1,1,1,39.24504167,-75.58803333,0,1,37,1,5,4,0,0,0,0,8,0,7,0,0,11,1
"40",100062,10,1,0,80,0,0,55,6,20,1,19720,0,3,0,1,0,2002,0,1,1,0,6,7,4,2003,0,40,25,0,2,3,1,1,1,39.24504167,-75.58803333,0,1,15,2,5,4,0,0,0,0,8,1,0,0,53,1,54
"41",100064,10,2,0,88,0,0,50,6,12,0,19970,0,0,0,0,0,0,0,3,5,0,4,7,27,2005,15,50,12,4,1,1,1,0,1,38.60209444,-75.31990833,0,1,29,1,5,4,0,0,0,1,8,1,0,5,8,12,309
"42",100065,10,1,0,14,0,0,50,2,8,0,19720,0,0,0,0,0,0,1,2,3,0,6,8,6,2004,21,9,8,0,1,2,1,1,1,39.66142222,-75.60844444,0,1,37,1,5,4,0,0,0,1,8,0,7,0,20,11,21
"43",100066,10,1,0,2,0,0,50,6,1,1,19958,99,99,99,99,99,9999,0,3,5,0,6,8,16,2002,23,20,14,0,2,2,1,1,1,38.72822222,-75.63621667,0,1,30,1,5,4,0,0,0,1,8,0,7,0,12,11,13
"44",100067,10,1,0,78,2,19,0,2,12,0,21668,0,0,0,0,0,0,0,4,5,0,6,7,4,2003,21,50,12,4,1,2,1,1,1,38.46807222,-75.65223056,0,1,24,1,5,4,0,0,0,1,0,1,0,1,1,12,62
"45",100068,10,1,0,2,0,0,45,6,12,0,19702,0,0,0,1,0,2002,0,3,3,0,5,8,29,2002,8,15,12,5,1,1,1,0,1,39.68511389,-75.65621944,0,1,45,1,5,4,0,0,0,0,8,1,0,5,24,12,325
"46",100069,10,2,0,31,0,0,50,6,12,0,19720,0,0,0,0,0,0,0,5,3,0,7,7,8,2006,15,34,12,4,1,1,1,1,1,39.6979,-75.60262222,0,1,16,1,5,4,0,0,0,1,8,0,7,0,0,12,1
"47",100070,10,1,0,80,0,0,40,6,12,0,0,99,99,99,99,99,9999,0,3,5,0,6,7,9,2004,15,44,12,4,1,1,1,0,1,38.75100556,-75.18315,0,1,57,1,5,4,0,0,0,0,8,1,0,2,45,11,166
"48",100071,10,1,0,20,0,0,55,6,12,0,10954,99,99,99,99,99,9999,1,2,3,0,1,7,9,2006,23,38,8,0,2,2,1,1,1,39.74786667,-75.51126389,0,1,42,2,5,4,0,0,0,1,8,0,7,0,13,15,14
"49",100071,10,1,0,20,0,0,55,6,12,0,10954,99,99,99,99,99,9999,1,2,3,0,1,7,9,2006,23,38,8,0,2,2,1,1,1,39.74786667,-75.51126389,0,1,32,1,5,4,0,0,0,1,8,0,7,0,19,12,20
"50",100071,10,1,0,20,0,0,55,6,12,0,10954,99,99,99,99,99,9999,1,2,3,0,1,7,9,2006,23,38,8,0,2,2,1,1,1,39.74786667,-75.51126389,0,1,38,1,6,4,0,0,0,1,8,1,0,146,26,12,8787
"51",100072,10,1,0,4,0,0,20,6,12,0,19904,0,0,0,0,0,0,1,3,5,320,5,7,13,2006,10,0,12,3,1,1,1,0,1,38.58405556,-75.29369444,0,1,43,2,5,4,0,0,0,0,8,0,7,0,54,3,55
"52",100073,10,1,0,14,0,0,55,2,8,0,19963,0,0,0,0,0,0,1,2,5,0,3,8,24,2004,21,50,8,0,1,2,1,0,1,38.724725,-75.12052222,0,1,19,2,5,4,0,0,0,0,8,1,0,19,33,11,1174
"53",100075,10,2,0,20,0,0,65,6,12,0,19720,0,0,0,0,0,0,0,6,5,0,6,9,3,2004,12,55,12,2,1,1,1,1,1,38.75713056,-75.59371389,0,1,70,1,5,4,0,0,0,1,8,1,0,2,34,12,155
"54",100076,10,2,0,4,0,0,55,6,12,0,10456,0,0,0,0,0,0,1,2,3,0,6,7,21,2006,1,25,8,0,2,2,1,0,1,39.64619167,-75.63754444,0,2,78,2,5,4,0,0,0,1,8,1,0,0,9,12,10
"55",100076,10,2,0,4,0,0,55,6,12,0,10456,0,0,0,0,0,0,1,2,3,0,6,7,21,2006,1,25,8,0,2,2,1,0,1,39.64619167,-75.63754444,0,1,5,2,5,4,0,0,0,8,8,0,7,0,0,11,1
"56",100076,10,2,0,4,0,0,55,6,12,0,10456,0,0,0,0,0,0,1,2,3,0,6,7,21,2006,1,25,8,0,2,2,1,0,1,39.64619167,-75.63754444,0,1,74,1,5,4,0,0,0,1,8,0,7,0,21,12,22
"57",100076,10,2,0,4,0,0,55,6,12,0,10456,0,0,0,0,0,0,1,2,3,0,6,7,21,2006,1,25,8,0,2,2,1,0,1,39.64619167,-75.63754444,0,1,44,2,5,4,0,0,0,0,8,0,7,0,15,15,16
"58",100077,10,2,0,31,0,0,40,6,12,0,19966,0,0,0,0,0,0,0,1,5,0,7,7,16,2005,15,30,42,0,6,1,1,0,1,38.71242778,-75.65760556,0,1,35,1,5,4,0,0,0,0,8,1,0,0,51,5,52
"59",100077,10,2,0,31,0,0,40,6,12,0,19966,0,0,0,0,0,0,0,1,5,0,7,7,16,2005,15,30,42,0,6,1,1,0,1,38.71242778,-75.65760556,0,1,20,1,5,4,0,0,0,0,8,0,7,0,16,12,17
"60",100079,10,1,0,4,0,0,45,6,12,0,19713,0,0,0,1,0,2002,0,2,1,130,7,7,29,2006,16,55,12,1,1,1,1,0,1,39.17481389,-75.52281944,0,1,68,1,5,4,0,0,0,0,8,1,0,0,38,12,39
"61",10008,1,1,2,4,0,0,30,2,8,0,35204,2,0,0,0,1,2002,1,3,73,350,7,1,24,2004,19,45,8,0,1,2,2,0,1,33.52555,-86.76951667,0,1,15,2,5,4,0,0,0,9,9,1,0,0,38,4,39
"62",100081,10,1,0,90,0,0,99,6,53,0,19120,99,99,99,99,99,9999,0,2,5,0,3,8,1,2006,20,40,12,4,1,1,1,1,1,38.74140833,-75.54270833,0,1,23,1,5,4,0,0,0,1,8,0,7,0,45,11,46
"63",100084,10,2,0,30,0,0,5,0,12,0,19904,0,0,0,0,0,0,0,2,5,0,6,10,1,2004,9,44,12,4,1,1,1,0,1,38.55512222,-75.55646667,0,1,60,1,5,4,0,0,0,0,8,0,7,0,14,12,15
"64",100085,10,3,0,16,0,0,0,4,12,0,19938,0,3,0,1,1,2004,1,5,5,0,2,10,7,2002,19,15,8,0,1,5,1,1,1,38.699025,-75.3687,0,1,42,2,5,4,0,0,0,0,8,1,0,107,17,5,6438
"65",100085,10,3,0,16,0,0,0,4,12,0,19938,0,3,0,1,1,2004,1,5,5,0,2,10,7,2002,19,15,8,0,1,5,1,1,1,38.699025,-75.3687,0,1,29,2,5,4,0,0,0,1,8,0,7,0,0,12,1
"66",100085,10,3,0,16,0,0,0,4,12,0,19938,0,3,0,1,1,2004,1,5,5,0,2,10,7,2002,19,15,8,0,1,5,1,1,1,38.699025,-75.3687,0,1,48,1,5,4,0,0,0,1,8,1,0,5,5,11,306
"67",100085,10,3,0,16,0,0,0,4,12,0,19938,0,3,0,1,1,2004,1,5,5,0,2,10,7,2002,19,15,8,0,1,5,1,1,1,38.699025,-75.3687,0,1,64,1,5,4,0,0,0,0,8,0,7,0,23,12,24
"68",100086,10,3,0,2,0,0,50,2,12,0,19711,0,0,0,0,0,0,0,6,1,0,6,10,1,2004,17,55,12,1,1,1,1,0,1,39.12535,-75.53185556,0,1,21,1,5,4,0,0,0,1,8,0,7,0,12,12,13
"69",100086,10,3,0,2,0,0,50,2,12,0,19711,0,0,0,0,0,0,0,6,1,0,6,10,1,2004,17,55,12,1,1,1,1,0,1,39.12535,-75.53185556,0,2,46,2,5,4,0,0,0,0,8,1,0,0,26,12,27
"70",100089,10,1,0,31,0,0,50,4,8,0,19939,0,0,0,0,0,0,0,1,1,130,5,9,5,2002,1,18,33,0,6,1,1,1,1,39.16228889,-75.52298889,0,1,53,1,5,4,0,0,0,0,8,1,0,95,36,12,5737
"71",100090,10,1,0,14,0,0,50,9,43,1,19805,0,1,1,0,0,1999,0,2,5,0,5,9,11,2003,8,20,12,2,1,1,1,0,1,38.69858333,-75.34401389,0,1,38,1,6,4,0,0,0,0,1,0,7,0,17,11,18
"72",100090,10,1,0,14,0,0,50,9,43,1,19805,0,1,1,0,0,1999,0,2,5,0,5,9,11,2003,8,20,12,2,1,1,1,0,1,38.69858333,-75.34401389,0,1,45,1,5,4,0,0,0,1,1,1,0,0,34,11,35
"73",100092,10,1,0,4,0,0,50,6,30,1,19938,0,0,0,0,1,2004,0,1,5,0,3,8,22,2006,17,0,1,0,6,1,1,1,1,38.64566944,-75.46281389,0,1,25,1,6,4,0,0,0,0,8,0,7,0,18,12,19
"74",100095,10,2,0,2,0,0,55,6,12,0,27707,0,0,0,1,0,2005,0,1,5,0,7,10,30,2004,10,30,30,0,6,1,1,1,1,38.57766111,-75.55500556,0,1,50,1,5,4,0,0,0,1,8,0,7,0,14,11,15
"75",100096,10,1,0,2,0,0,50,6,12,0,19977,0,0,0,0,0,0,0,4,3,0,4,10,8,2003,15,39,12,2,1,1,1,0,1,39.70951944,-75.68125556,0,1,80,1,5,4,0,0,0,0,8,1,0,0,16,3,17
"76",100099,10,1,0,2,0,0,50,6,1,1,21801,0,0,0,1,0,2001,1,4,3,0,1,10,12,2003,19,24,9,0,1,2,1,0,1,39.71300278,-75.56135,0,1,37,1,6,4,0,0,0,0,8,0,7,0,12,11,13
"77",100099,10,1,0,2,0,0,50,6,1,1,21801,0,0,0,1,0,2001,1,4,3,0,1,10,12,2003,19,24,9,0,1,2,1,0,1,39.71300278,-75.56135,0,1,44,1,5,4,0,0,0,1,1,0,7,0,11,12,12
"78",100101,10,2,0,4,0,0,45,2,8,0,19963,0,0,0,0,0,0,0,2,3,0,1,11,10,2002,0,50,12,1,1,2,1,2,1,39.68203889,-75.59141667,0,1,31,2,5,4,0,0,0,1,8,0,7,0,0,12,1
"79",100102,10,1,0,2,0,0,55,6,24,0,40202,0,0,0,2,0,2001,0,1,3,360,1,10,1,2006,23,49,30,0,4,2,1,1,1,39.75709444,-75.50940278,0,2,2,1,5,4,0,0,0,8,8,1,0,88,2,12,5283
"80",100103,10,1,0,21,0,0,50,0,8,0,19711,0,0,0,0,0,0,1,2,3,0,3,11,19,2002,22,9,8,0,1,2,1,1,1,39.72349444,-75.72878889,0,1,46,2,5,4,0,0,0,1,8,0,7,0,15,12,16
"81",100103,10,1,0,21,0,0,50,0,8,0,19711,0,0,0,0,0,0,1,2,3,0,3,11,19,2002,22,9,8,0,1,2,1,1,1,39.72349444,-75.72878889,0,1,72,1,5,4,0,0,0,0,8,1,0,146,26,11,8787
"82",100103,10,1,0,21,0,0,50,0,8,0,19711,0,0,0,0,0,0,1,2,3,0,3,11,19,2002,22,9,8,0,1,2,1,1,1,39.72349444,-75.72878889,0,1,61,2,5,4,0,0,0,0,8,1,0,0,15,1,16
"83",100104,10,1,0,20,0,0,45,4,8,0,19711,0,0,0,0,1,2005,0,3,5,0,6,10,21,2005,14,26,12,4,1,1,2,0,1,38.50423056,-75.43302778,0,1,41,1,5,4,0,0,0,1,8,0,7,0,23,11,24
"84",100104,10,1,0,20,0,0,45,4,8,0,19711,0,0,0,0,1,2005,0,3,5,0,6,10,21,2005,14,26,12,4,1,1,2,0,1,38.50423056,-75.43302778,0,1,35,1,5,4,0,0,0,0,8,0,7,0,18,3,19
"85",100105,10,2,0,4,0,0,50,6,12,0,19966,0,0,0,0,0,0,0,6,3,0,6,10,6,2006,13,0,12,1,1,1,2,0,1,39.626025,-75.67001389,0,1,49,1,5,4,0,0,0,0,8,0,7,0,26,2,27
"86",100105,10,2,0,4,0,0,50,6,12,0,19966,0,0,0,0,0,0,0,6,3,0,6,10,6,2006,13,0,12,1,1,1,2,0,1,39.626025,-75.67001389,0,1,55,1,6,4,0,0,0,0,8,1,0,1,1,12,62
"87",100106,10,1,0,2,0,0,55,4,8,0,19946,0,0,0,0,1,2004,1,3,3,0,6,10,6,2006,20,36,8,0,1,2,1,0,1,39.80008056,-75.46104722,0,1,12,2,5,4,0,0,0,8,8,1,0,3,28,1,209
"88",100106,10,1,0,2,0,0,55,4,8,0,19946,0,0,0,0,1,2004,1,3,3,0,6,10,6,2006,20,36,8,0,1,2,1,0,1,39.80008056,-75.46104722,0,1,30,2,5,4,0,0,0,1,8,0,7,0,23,2,24
"89",100107,10,2,0,4,0,0,50,6,12,0,19946,0,0,0,0,1,2004,0,2,1,0,2,11,28,2005,7,0,12,2,1,1,1,0,1,39.17975,-75.53018889,0,1,35,1,5,4,0,0,0,1,8,0,7,0,15,12,16
"90",100108,10,1,0,20,0,0,35,2,8,0,19703,0,0,0,1,1,2002,1,2,3,0,7,11,19,2005,17,23,8,0,1,2,1,0,1,39.63370278,-75.71159167,0,1,44,1,5,4,0,0,0,0,8,1,0,0,37,12,38
"91",100108,10,1,0,20,0,0,35,2,8,0,19703,0,0,0,1,1,2002,1,2,3,0,7,11,19,2005,17,23,8,0,1,2,1,0,1,39.63370278,-75.71159167,0,1,39,1,5,4,0,0,0,1,8,1,0,1,8,12,69
"92",100110,10,2,0,2,0,0,40,6,12,0,19709,0,0,0,0,0,0,0,1,3,0,6,12,13,2002,7,47,34,0,6,1,1,0,1,39.54273333,-75.772075,0,1,33,2,5,4,0,0,0,0,8,1,0,29,9,2,1750
"93",100111,10,2,0,2,0,0,25,6,12,0,19713,0,0,0,0,0,0,1,2,1,130,2,12,12,2005,6,25,8,0,1,2,1,0,1,39.13002778,-75.51882222,0,1,70,2,5,4,0,0,0,0,8,1,0,0,40,12,41
"94",100111,10,2,0,2,0,0,25,6,12,0,19713,0,0,0,0,0,0,1,2,1,130,2,12,12,2005,6,25,8,0,1,2,1,0,1,39.13002778,-75.51882222,0,1,57,1,5,4,0,0,0,0,8,0,7,0,15,12,16
"95",100112,10,1,0,4,0,0,65,6,13,1,19711,0,3,0,0,0,2003,0,5,3,0,1,11,16,2003,11,8,13,5,1,1,1,1,2,39.80963889,-75.453525,0,1,45,1,5,4,0,0,0,1,8,1,0,3,39,11,220
"96",100115,10,1,0,4,0,0,50,2,8,0,19711,0,0,0,2,0,2004,0,2,3,0,1,12,12,2004,2,46,30,0,6,2,1,0,1,39.78541389,-75.53726389,0,1,47,2,5,4,0,0,0,0,8,0,7,0,12,3,13
"97",100115,10,1,0,4,0,0,50,2,8,0,19711,0,0,0,2,0,2004,0,2,3,0,1,12,12,2004,2,46,30,0,6,2,1,0,1,39.78541389,-75.53726389,0,1,47,2,5,4,0,0,0,8,8,0,7,0,16,12,17
"98",100116,10,1,0,14,0,0,50,6,12,0,19947,99,99,99,99,99,9999,0,1,5,0,7,11,18,2006,8,50,1,0,6,1,1,0,1,38.63860556,-75.59753611,0,1,45,2,5,4,0,0,0,0,8,0,7,0,31,13,32
"99",100118,10,1,0,9,0,0,99,6,12,0,19947,99,99,99,99,99,9999,0,5,5,0,4,12,15,2004,8,5,12,4,1,2,1,0,1,38.64701944,-75.29748056,0,1,27,1,5,4,0,0,0,0,8,0,7,0,19,12,20
"100",100120,10,1,0,14,0,0,55,4,8,0,23452,1,0,0,0,0,2003,0,4,1,0,7,12,18,2004,2,35,34,0,6,2,1,1,2,39.15171667,-75.65193611,0,1,39,1,5,4,0,0,0,1,8,0,7,0,11,11,12
"101",100121,10,1,0,62,2,1,15,2,8,0,19901,0,0,0,0,0,0,0,3,5,0,7,11,29,2003,22,20,1,0,6,2,1,1,1,38.71010278,-75.24321944,0,1,45,1,5,4,0,0,0,0,8,1,0,74,53,2,4494
"102",100123,10,2,0,31,0,0,99,6,12,0,19958,0,0,0,3,2,2002,1,2,1,130,7,12,9,2006,17,55,8,0,1,2,1,0,1,39.164575,-75.51637778,0,1,70,1,5,4,0,0,0,0,8,1,0,0,35,12,36
"103",100126,10,3,0,66,3,6,55,2,12,0,60426,0,0,0,0,0,0,1,2,1,0,6,12,22,2006,17,5,8,0,1,3,2,0,1,39.21844167,-75.57389722,0,1,27,2,5,4,0,0,0,0,8,1,0,44,10,12,2651
"104",10013,1,1,0,31,0,0,99,6,12,0,35242,1,1,1,0,3,2005,0,2,51,0,2,1,14,2002,17,40,23,0,4,2,1,1,1,32.53660833,-85.94820833,0,1,37,1,5,4,0,0,0,9,9,0,7,0,15,5,16
"105",100134,10,1,0,15,0,0,99,2,5,0,30909,98,0,0,0,0,0,0,1,3,0,5,12,28,2006,10,22,5,0,2,1,1,0,1,39.79263889,-75.49126944,0,1,83,1,5,4,0,0,0,0,8,1,8,0,43,12,44
"106",10016,1,2,0,31,0,0,99,6,12,0,36609,0,0,0,0,0,0,1,6,97,2100,7,1,18,2003,1,50,8,0,1,3,1,1,1,30.70700556,-88.07974167,0,1,47,1,5,4,0,0,0,9,9,0,7,1,10,2,71
"107",10017,1,3,0,30,0,0,55,6,12,0,36551,1,0,0,0,1,2004,1,2,129,0,3,1,3,2006,17,16,8,0,1,5,1,0,1,31.51315556,-87.94919167,0,1,47,1,5,4,0,0,0,0,0,0,7,0,0,11,1
