"","ST_CASE","STATE","VEH_NO.x","HIT_RUN","BODY_TYP","GVWR","V_CONFIG","TRAV_SP","DEFORMED","M_HARM","DR_DRINK","DR_ZIP","PREV_ACC","PREV_SUS","PREV_DWI","PREV_SPD","PREV_OTH","LAST_YR","PEDS","PERSONS","COUNTY","CITY","DAY_WEEK","MONTH","DAY","YEAR","HOUR","MINUTE","HARM_EV","MAN_COLL","REL_ROAD","LGT_COND","WEATHER","DRUNK_DR","FATALS","LATITUDE","LONGITUD","VEH_NO.y","PER_NO","AGE","SEX","PER_TYP","INJ_SEV","SEAT_POS","REST_USE","AIR_BAG","DRINKING","DRUGS","HOSPITAL","DOA","LAG_HRS","LAG_MINS","LOCATION","ttd_mins"
"6794",250060,25,1,2,99,0,0,98,2,8,0,99999,99,99,99,99,99,9999,0,1,11,258,6,5,12,2006,22,43,31,0,5,2,2,1,1,42.55045556,-72.62791944,0,1,39,1,6,4,0,99,0,9,8,1,0,2,7,3,128
"6795",250060,25,1,2,99,0,0,98,2,8,0,99999,99,99,99,99,99,9999,0,1,11,258,6,5,12,2006,22,43,31,0,5,2,2,1,1,42.55045556,-72.62791944,0,1,23,1,5,4,0,0,0,8,8,1,0,0,36,12,37
"6796",250062,25,3,0,80,0,0,98,6,12,1,1453,1,0,0,0,2,2001,0,3,5,895,7,5,25,2002,16,38,12,5,1,1,1,0,1,41.96922778,-71.29603889,0,1,93,2,5,4,0,0,0,8,8,1,0,149,31,18,8972
"6797",250064,25,1,0,31,0,0,83,6,1,1,1373,0,1,1,0,0,2003,0,2,13,1270,5,3,27,2003,1,42,12,3,1,3,1,1,1,42.08444444,-72.50165,0,1,42,1,5,4,0,0,0,8,8,1,0,0,37,12,38
"6798",250066,25,1,0,30,0,0,39,2,8,0,2536,99,99,99,99,99,9999,1,2,1,330,7,2,21,2004,23,45,8,0,1,3,1,1,1,41.56370278,-70.59639722,0,1,61,1,5,4,0,0,0,1,8,1,0,0,33,12,34
"6799",250066,25,1,0,30,0,0,39,2,8,0,2536,99,99,99,99,99,9999,1,2,1,330,7,2,21,2004,23,45,8,0,1,3,1,1,1,41.56370278,-70.59639722,0,2,76,1,5,4,0,0,0,8,8,1,0,43,50,10,2631
"6800",250067,25,1,0,4,0,0,73,6,42,0,1440,0,0,0,1,0,2006,0,1,27,55,4,5,15,2002,18,12,1,0,1,1,1,0,1,42.21270278,-71.80022778,0,1,32,1,5,4,0,0,0,8,8,0,7,0,6,3,7
"6801",250067,25,1,0,4,0,0,73,6,42,0,1440,0,0,0,1,0,2006,0,1,27,55,4,5,15,2002,18,12,1,0,1,1,1,0,1,42.21270278,-71.80022778,0,1,60,1,5,4,0,0,0,8,8,0,7,1,0,11,61
"6802",250071,25,2,1,4,0,0,98,4,12,0,1450,1,1,0,0,0,2004,0,1,27,467,3,4,29,2003,3,0,1,0,3,2,1,0,1,42.47201389,-71.55633611,0,1,56,2,5,4,0,0,0,8,8,1,0,0,39,12,40
"6803",250072,25,2,0,14,0,0,98,4,8,0,1608,0,1,0,0,0,2003,0,1,27,610,1,5,4,2003,19,16,35,0,2,1,1,1,1,42.50436667,-71.81485556,0,1,10,1,5,4,0,0,0,8,8,1,0,1,16,5,77
"6804",250074,25,1,0,4,0,0,98,6,30,0,2762,0,0,0,0,0,0,0,3,5,895,6,3,4,2005,22,6,30,0,4,3,1,0,1,41.97775278,-71.32949167,0,1,79,2,5,4,0,0,0,8,8,0,7,0,6,10,7
"6805",250076,25,1,0,4,0,0,98,6,12,0,1082,1,0,0,0,0,2003,0,1,5,7,6,4,18,2003,23,15,27,0,4,2,1,1,1,41.75668333,-70.90446667,0,1,25,1,5,4,0,0,0,8,8,1,0,0,48,15,49
"6806",250077,25,1,0,14,0,0,98,6,12,1,2368,4,0,0,0,2,2004,0,2,21,825,3,2,15,2005,12,5,12,8,1,1,1,1,1,42.24373333,-71.06934444,0,1,65,2,5,4,0,0,0,8,8,0,7,0,7,3,8
"6807",250077,25,1,0,14,0,0,98,6,12,1,2368,4,0,0,0,2,2004,0,2,21,825,3,2,15,2005,12,5,12,8,1,1,1,1,1,42.24373333,-71.06934444,0,1,58,1,5,4,0,0,0,8,8,0,7,0,12,12,13
"6808",250078,25,1,0,4,0,0,98,6,12,0,2360,2,0,0,0,0,2001,0,2,21,1060,5,1,17,2002,14,27,12,2,1,1,1,0,1,42.24069722,-71.00595556,0,2,23,1,5,4,0,0,0,8,8,0,7,1,0,15,61
"6809",250078,25,1,0,4,0,0,98,6,12,0,2360,2,0,0,0,0,2001,0,2,21,1060,5,1,17,2002,14,27,12,2,1,1,1,0,1,42.24069722,-71.00595556,0,1,24,1,5,4,0,0,0,8,8,1,0,1,24,15,85
"6810",250079,25,1,0,20,0,0,98,6,12,0,1107,0,0,0,0,0,0,0,1,3,1119,1,6,2,2002,12,5,24,0,4,1,1,0,1,42.14016944,-73.07131944,0,1,21,1,5,4,0,0,0,8,8,1,0,0,56,11,57
"6811",250081,25,1,0,4,0,0,98,6,42,0,2048,1,0,0,0,0,2001,0,2,21,1035,1,6,15,2003,12,14,42,0,4,1,1,0,1,42.00565833,-71.32979444,0,1,21,2,5,4,0,0,0,8,8,1,0,39,49,1,2390
"6812",250082,25,1,0,80,0,0,98,6,12,1,2472,2,1,1,0,0,2006,1,2,21,1276,6,3,22,2002,15,11,8,0,4,1,1,0,1,42.11620556,-71.09306389,0,1,10,1,5,4,0,0,0,8,8,1,0,7,19,5,440
"6813",250082,25,1,0,80,0,0,98,6,12,1,2472,2,1,1,0,0,2006,1,2,21,1276,6,3,22,2002,15,11,8,0,4,1,1,0,1,42.11620556,-71.09306389,0,1,54,1,5,4,0,0,0,8,8,1,0,397,22,12,23843
"6814",250084,25,1,0,4,0,0,98,6,1,1,24016,99,99,99,99,99,9999,1,2,17,615,6,3,24,2006,6,12,9,0,1,1,1,0,1,42.44639722,-71.22801111,0,1,71,1,6,4,0,99,0,8,8,1,0,83,39,3,5020
"6815",250086,25,2,0,4,0,0,98,6,12,0,2302,1,0,0,0,0,2004,1,2,1,469,1,4,13,2003,11,21,8,0,1,1,1,0,1,41.66772778,-70.07666667,0,1,82,1,5,4,0,0,0,8,8,1,0,9,46,3,587
"6816",250087,25,1,0,21,0,0,36,2,8,0,1095,0,0,0,0,0,0,0,2,21,825,2,5,27,2002,2,51,42,0,4,3,1,2,1,42.22965556,-71.11436389,0,1,57,1,5,4,0,0,0,1,8,1,0,0,30,19,31
"6817",250090,25,1,0,4,0,0,98,6,36,0,1832,1,0,0,0,0,2005,0,2,17,240,4,6,25,2003,9,25,12,1,1,1,1,0,1,42.42984444,-71.40877222,0,1,55,2,5,4,0,0,0,8,8,1,0,0,31,12,32
"6818",250091,25,1,0,14,0,0,98,6,12,0,1240,5,5,0,3,3,2006,0,2,17,845,6,6,24,2005,16,56,30,0,4,1,1,0,2,42.27966111,-71.33106944,0,1,7,2,6,4,0,0,0,8,8,1,0,16,42,3,1003
"6819",250092,25,1,0,4,0,0,98,2,8,0,2576,0,0,0,0,0,0,0,3,13,1270,5,3,10,2005,15,11,12,5,1,1,1,0,1,42.14189167,-72.52376944,0,1,45,1,5,4,0,0,0,8,8,1,0,0,11,12,12
"6820",250093,25,1,0,80,0,0,98,6,8,0,1201,0,0,0,1,0,2003,0,3,23,140,1,4,21,2002,15,39,12,4,1,1,1,0,1,42.06990278,-71.03720833,0,1,70,1,5,4,0,0,0,8,8,1,0,0,56,11,57
"6821",250097,25,2,0,32,0,0,45,6,12,0,3079,0,0,0,1,0,2005,0,2,25,120,1,5,29,2005,0,29,31,0,3,3,2,0,1,42.36158889,-71.11965556,0,1,37,1,5,4,0,0,0,1,8,1,0,0,19,12,20
"6822",250102,25,1,0,14,0,0,98,6,30,0,2660,1,0,0,0,5,2002,0,5,1,1535,7,3,22,2003,19,27,30,0,4,2,1,0,1,41.69889444,-70.24871111,0,1,34,2,5,4,0,0,0,8,9,1,0,2,15,12,136
"6823",250103,25,1,0,4,0,0,98,9,24,0,2332,0,0,0,0,0,0,0,5,27,1278,2,2,20,2006,10,59,12,5,1,1,1,1,1,42.17256111,-72.03090833,0,1,79,2,5,4,0,0,0,8,8,1,0,1,53,1,114
"6824",250104,25,1,0,14,0,0,98,2,12,0,2330,0,0,0,0,0,0,0,2,23,181,7,4,17,2004,11,34,12,1,1,1,1,0,1,41.89069167,-70.77033889,0,1,52,2,5,4,0,0,0,8,8,0,7,0,0,12,1
"6825",250104,25,1,0,14,0,0,98,2,12,0,2330,0,0,0,0,0,0,0,2,23,181,7,4,17,2004,11,34,12,1,1,1,1,0,1,41.89069167,-70.77033889,0,1,51,1,5,4,0,0,0,8,8,0,7,0,20,15,21
"6826",250108,25,1,0,2,0,0,98,2,8,0,1040,0,0,0,0,1,2001,0,1,9,122,1,3,20,2005,5,35,42,0,4,2,1,1,1,42.6498,-70.97686667,0,1,41,1,5,4,0,0,0,8,8,1,0,0,47,12,48
"6827",250110,25,2,0,31,0,0,46,6,12,0,3858,0,0,0,1,0,2006,0,4,1,1299,5,5,13,2004,13,25,12,2,1,1,1,0,1,41.99459722,-70.04862222,0,1,49,1,5,4,0,0,0,8,8,1,0,188,56,11,11337
"6828",250111,25,1,0,4,0,0,98,6,12,1,2649,0,0,0,0,0,0,0,2,23,685,1,6,8,2003,20,57,38,0,4,3,1,1,1,42.11111667,-70.67360556,0,1,29,2,5,4,0,0,0,8,8,1,0,2,58,11,179
"6829",250111,25,1,0,4,0,0,98,6,12,1,2649,0,0,0,0,0,0,0,2,23,685,1,6,8,2003,20,57,38,0,4,3,1,1,1,42.11111667,-70.67360556,0,1,13,1,6,4,0,99,0,8,8,1,0,8,16,3,497
"6830",250111,25,1,0,4,0,0,98,6,12,1,2649,0,0,0,0,0,0,0,2,23,685,1,6,8,2003,20,57,38,0,4,3,1,1,1,42.11111667,-70.67360556,0,2,33,2,5,4,0,0,0,8,8,1,0,13,18,11,799
"6831",250112,25,2,0,31,0,0,98,4,12,0,2563,0,0,0,0,1,2002,0,3,25,120,4,5,7,2003,17,9,1,0,1,1,9,0,1,42.31606667,-71.06275833,0,1,43,1,5,4,0,0,0,8,8,0,7,0,0,15,1
"6832",250115,25,1,0,80,0,0,98,6,30,1,1331,2,2,1,0,1,2005,1,5,17,1279,2,5,19,2003,16,1,8,0,1,1,1,1,1,42.36029444,-71.43740556,0,1,65,1,5,4,0,0,0,8,8,1,0,0,50,12,51
"6833",250120,25,1,0,4,0,0,98,6,42,0,1077,1,0,0,0,0,2002,0,1,9,892,6,3,28,2003,0,33,45,0,2,2,1,1,1,42.71401389,-71.09976111,0,1,66,2,5,4,0,0,0,8,8,1,0,328,16,11,19697
"6834",250121,25,1,0,4,0,0,98,6,1,1,1970,2,0,0,0,0,2000,0,1,9,1125,7,4,27,2002,2,55,24,0,3,2,1,1,1,42.4663,-71.02538889,0,1,54,1,6,4,0,99,0,8,8,1,0,288,34,12,17315
"6835",250125,25,2,0,4,0,0,98,6,12,0,2780,1,0,0,0,0,2003,0,2,5,1064,6,4,23,2004,9,9,12,5,4,1,2,0,1,41.90596944,-71.05103333,0,1,78,1,5,4,0,0,0,8,8,0,7,0,20,12,21
"6836",250127,25,1,0,4,0,0,98,2,8,0,1007,0,0,0,0,0,0,0,1,27,1172,6,4,21,2006,15,10,42,0,8,1,1,1,1,42.32301667,-71.715275,0,1,68,2,5,4,0,0,0,8,8,1,0,5,27,1,328
"6837",250128,25,1,0,4,0,0,98,6,12,0,2649,0,0,0,0,0,0,1,4,25,1070,6,4,2,2004,21,4,16,0,1,3,1,0,1,42.444875,-71.02531944,0,1,66,1,5,4,0,0,0,8,8,0,7,0,1,12,2
"6838",250130,25,1,0,80,0,0,98,6,42,1,2747,0,0,0,1,0,2004,0,1,5,1441,1,6,5,2005,17,55,24,0,2,1,1,1,1,41.67558611,-71.0938,0,1,55,1,5,4,0,0,0,8,8,1,0,0,47,13,48
"6839",250132,25,1,0,4,0,0,99,6,12,0,1237,0,0,0,0,0,0,0,2,3,88,1,4,10,2005,16,59,12,4,1,1,1,0,1,42.26384167,-73.07147222,0,1,23,1,5,4,0,0,0,8,8,1,0,15,36,12,937
"6840",250134,25,2,0,4,0,0,98,9,12,0,2673,1,0,0,0,0,2003,0,2,27,780,6,5,10,2002,22,0,33,0,4,2,1,1,1,42.16594444,-71.50698333,0,1,51,1,5,4,0,0,0,8,8,1,0,3,26,12,207
"6841",250135,25,2,0,2,0,0,98,6,12,0,2149,0,0,0,0,0,0,0,2,9,650,6,3,12,2004,13,32,12,2,1,1,2,0,1,42.46403333,-70.97403889,0,1,80,2,5,4,0,0,0,8,8,1,0,0,41,10,42
"6842",250136,25,1,0,2,0,0,98,6,1,1,2445,1,0,0,0,1,2006,1,2,25,120,7,7,5,2003,17,23,8,0,1,1,1,0,1,42.29594444,-71.05631944,0,1,12,1,5,4,0,0,0,8,8,1,0,0,24,11,25
"6843",250136,25,1,0,2,0,0,98,6,1,1,2445,1,0,0,0,1,2006,1,2,25,120,7,7,5,2003,17,23,8,0,1,1,1,0,1,42.29594444,-71.05631944,0,1,40,1,5,4,0,0,0,8,8,1,0,400,12,12,24013
"6844",250137,25,1,2,99,0,0,98,9,8,0,99999,99,99,99,99,99,9999,1,2,25,120,1,7,13,2003,23,35,8,0,1,3,1,0,1,42.28582778,-71.06428889,0,1,61,1,5,4,0,0,0,8,8,1,0,0,59,99,60
"6845",250138,25,1,0,14,0,0,47,6,21,0,1833,0,0,0,0,0,0,0,3,23,770,5,7,25,2002,16,50,42,0,2,1,1,0,1,41.84805556,-70.85625556,0,1,69,2,5,4,0,0,0,8,8,1,0,1,1,13,62
"6846",250139,25,1,0,14,0,0,98,2,8,0,1108,1,0,0,0,0,2002,1,2,13,292,6,7,25,2003,16,49,8,0,2,1,1,0,1,42.05458333,-72.50324722,0,1,43,2,5,4,0,0,0,8,8,1,0,0,39,15,40
"6847",250140,25,2,1,31,0,0,98,6,12,1,1915,0,0,0,0,4,2005,1,2,5,385,4,7,2,2003,11,36,8,0,2,1,1,0,1,41.75758333,-70.9424,0,1,66,2,5,4,0,0,0,8,8,1,0,4,54,15,295
"6848",250141,25,2,0,14,0,0,98,6,12,0,2451,0,0,0,1,0,2002,1,2,21,180,1,2,23,2003,14,40,8,0,1,1,6,1,1,42.16203889,-71.07019722,0,1,36,1,5,4,0,0,0,8,8,0,7,0,0,12,1
"6849",250142,25,1,2,99,0,0,98,2,8,0,99999,99,99,99,99,99,9999,1,2,5,1280,6,6,2,2006,22,14,8,0,2,3,2,0,1,41.877975,-71.10238056,0,1,14,1,5,4,0,0,0,8,8,1,0,1,8,15,69
"6850",250144,25,1,0,4,0,0,81,6,1,1,1852,0,0,0,0,0,0,0,1,21,253,3,7,6,2004,1,9,53,0,4,2,6,1,1,42.21755833,-71.261325,0,1,45,2,5,4,0,0,0,8,8,1,0,2,22,11,143
"6851",250145,25,1,0,14,0,0,98,6,12,0,1612,1,1,1,1,0,2005,1,2,21,1060,6,6,2,2006,0,45,8,0,1,3,2,0,1,42.24586389,-70.99935,0,1,53,1,5,4,0,0,0,8,8,1,0,115,30,3,6931
"6852",250149,25,1,0,80,0,0,73,6,1,0,1420,1,0,0,0,1,2002,0,2,25,120,4,6,12,2002,15,5,42,0,4,1,1,0,1,42.29696111,-71.13391667,0,1,57,1,5,4,0,0,0,8,8,9,9,0,30,15,31
"6853",250150,25,1,0,30,0,0,98,6,12,0,1220,1,2,0,1,0,2003,0,1,27,610,2,4,25,2005,20,29,34,0,4,3,1,0,1,42.56577222,-71.74134167,0,1,63,1,6,4,0,6,0,8,8,1,0,25,17,2,1518
"6854",250152,25,1,0,80,0,0,98,6,25,0,2119,0,0,0,0,0,0,0,5,17,660,7,5,28,2005,18,4,12,4,1,1,1,1,1,42.43105,-71.03198333,0,1,19,1,5,4,0,0,0,8,8,1,0,1,51,1,112
"6855",250153,25,1,0,31,0,0,98,6,1,0,1852,0,0,0,0,0,0,0,1,27,480,1,8,29,2004,16,7,42,0,4,1,1,1,1,42.39876389,-71.86195833,0,1,65,1,5,4,0,0,0,8,8,1,0,29,11,12,1752
"6856",250154,25,1,0,4,0,0,98,4,8,0,2128,0,0,0,0,0,0,0,1,23,685,7,8,7,2004,18,30,35,0,5,1,1,0,1,42.12805556,-70.76845556,0,1,13,2,5,4,0,0,0,8,8,1,0,23,20,13,1401
"6857",250154,25,1,0,4,0,0,98,4,8,0,2128,0,0,0,0,0,0,0,1,23,685,7,8,7,2004,18,30,35,0,5,1,1,0,1,42.12805556,-70.76845556,0,1,71,2,5,4,0,0,0,8,8,1,0,5,50,12,351
"6858",250155,25,2,0,80,0,0,98,6,12,0,1852,0,1,0,3,0,2001,1,2,9,470,2,7,14,2003,21,14,8,0,1,3,1,0,1,42.74560833,-71.10968611,0,1,17,1,5,4,0,0,0,8,8,1,0,0,31,12,32
"6859",250156,25,1,0,14,0,0,98,4,9,0,1201,0,0,0,0,0,0,1,2,3,1030,1,9,14,2003,15,44,9,0,1,1,1,0,1,42.45678611,-73.25319167,0,1,13,1,6,4,0,99,0,8,8,1,0,1,14,4,75
"6860",250157,25,1,0,21,0,0,98,0,8,0,2180,2,0,0,1,1,2002,0,4,5,1133,5,5,5,2005,8,3,12,2,1,1,1,0,2,41.78722778,-71.32251389,0,1,61,2,5,4,0,0,0,8,8,1,0,5,10,2,311
"6861",250157,25,1,0,21,0,0,98,0,8,0,2180,2,0,0,1,1,2002,0,4,5,1133,5,5,5,2005,8,3,12,2,1,1,1,0,2,41.78722778,-71.32251389,0,1,42,2,5,4,0,0,0,8,8,1,0,45,35,10,2736
"6862",250161,25,1,0,4,0,0,98,2,8,0,1930,0,0,0,0,0,0,0,2,23,770,1,5,29,2005,11,40,1,0,2,1,1,0,1,41.84328333,-70.83683889,0,1,65,2,5,4,0,0,0,8,8,1,0,0,47,3,48
"6863",250161,25,1,0,4,0,0,98,2,8,0,1930,0,0,0,0,0,0,0,2,23,770,1,5,29,2005,11,40,1,0,2,1,1,0,1,41.84328333,-70.83683889,0,1,51,2,5,4,0,0,0,8,8,1,0,1,29,12,90
"6864",250161,25,1,0,4,0,0,98,2,8,0,1930,0,0,0,0,0,0,0,2,23,770,1,5,29,2005,11,40,1,0,2,1,1,0,1,41.84328333,-70.83683889,0,1,46,1,5,4,0,0,0,1,8,0,7,0,2,12,3
"6865",250162,25,2,0,80,0,0,28,4,12,0,2780,0,0,0,0,0,0,0,2,23,770,6,4,4,2003,6,45,12,2,1,1,2,0,1,41.91463889,-70.96166667,0,1,82,1,5,4,0,0,0,8,8,1,0,5,55,3,356
"6866",250166,25,1,0,21,0,0,98,9,8,0,1201,1,0,0,0,0,2000,0,1,13,1430,5,9,4,2003,15,35,30,0,4,1,1,0,1,42.13221667,-72.80231667,0,1,16,1,5,4,0,0,0,8,8,1,0,141,48,1,8509
"6867",250166,25,1,0,21,0,0,98,9,8,0,1201,1,0,0,0,0,2000,0,1,13,1430,5,9,4,2003,15,35,30,0,4,1,1,0,1,42.13221667,-72.80231667,0,1,56,1,5,4,0,0,0,8,8,1,0,4,20,1,261
"6868",250167,25,1,0,15,0,0,98,6,12,0,1430,0,0,0,0,0,0,0,2,27,1320,1,7,13,2003,20,37,31,0,4,5,1,1,1,42.08136944,-71.67439167,0,1,43,1,6,4,0,99,0,8,8,1,0,66,59,11,4020
"6869",250169,25,2,0,30,0,0,98,6,12,0,2740,1,0,0,0,0,2003,0,2,17,1335,1,7,2,2006,19,26,12,4,1,1,1,0,1,42.50296389,-71.07598889,0,1,85,2,5,4,0,0,0,8,8,1,0,401,51,10,24112
"6870",250172,25,2,0,3,0,0,98,6,24,0,1867,2,0,0,0,0,2001,0,3,17,720,7,4,5,2003,6,45,25,0,3,1,3,0,1,42.40603333,-71.09928333,0,1,38,1,6,4,0,0,0,8,8,0,7,0,0,15,1
"6871",250172,25,2,0,3,0,0,98,6,24,0,1867,2,0,0,0,0,2001,0,3,17,720,7,4,5,2003,6,45,25,0,3,1,3,0,1,42.40603333,-71.09928333,0,1,18,1,5,4,0,0,0,8,8,1,0,125,3,11,7504
"6872",250173,25,1,0,80,0,0,99,6,42,1,1430,0,0,0,0,0,0,0,2,27,55,1,9,21,2003,18,28,12,3,1,1,1,1,1,42.21598611,-71.84565278,0,2,5,1,5,4,0,0,0,8,8,1,0,0,31,18,32
"6873",250179,25,1,0,63,3,3,98,4,12,0,2723,1,0,0,0,0,2005,0,1,9,470,7,9,14,2002,18,30,42,0,4,5,1,1,1,42.74746111,-71.05191111,0,1,77,2,5,4,0,0,0,8,8,1,0,2,45,1,166
"6874",250182,25,1,0,1,0,0,98,6,30,0,1085,0,0,0,0,0,0,0,1,13,1430,6,7,15,2005,15,54,30,0,4,1,1,0,1,42.17249167,-72.6897,0,1,7,1,6,4,0,0,0,8,8,1,0,7,59,3,480
"6875",250182,25,1,0,1,0,0,98,6,30,0,1085,0,0,0,0,0,0,0,1,13,1430,6,7,15,2005,15,54,30,0,4,1,1,0,1,42.17249167,-72.6897,0,1,23,1,5,4,0,0,0,8,8,1,0,0,33,11,34
"6876",250183,25,1,0,14,0,0,98,4,12,0,2360,0,0,0,0,0,0,0,2,13,1446,4,7,26,2006,14,22,12,5,1,1,2,0,1,42.10303611,-72.61120556,0,1,10,1,6,4,0,99,0,8,8,1,0,1,6,2,67
"6877",250184,25,1,0,4,0,0,98,6,12,0,2301,99,99,99,99,99,9999,1,2,21,877,7,7,15,2006,9,36,8,0,1,1,1,0,1,42.12048611,-71.31046944,0,1,60,1,5,4,0,0,0,8,8,1,0,717,31,10,43052
"6878",250189,25,1,0,80,0,0,98,6,39,0,1880,0,0,0,0,0,0,0,1,25,120,6,7,22,2005,16,34,39,0,3,1,1,0,1,42.34675833,-71.03951389,0,1,70,1,5,4,0,0,0,8,8,1,0,156,29,3,9390
"6879",250191,25,1,0,20,0,0,98,6,12,0,2169,0,0,0,0,0,0,0,1,17,105,4,7,27,2005,5,37,30,0,4,1,1,1,1,42.56498611,-71.28526667,0,1,78,1,5,4,0,0,0,8,8,1,0,0,47,1,48
"6880",250193,25,2,0,20,0,0,98,6,12,0,2038,0,0,0,1,0,2002,0,1,21,488,4,8,30,2006,6,30,31,0,4,3,2,1,1,42.16325278,-71.02384444,0,1,87,1,5,4,0,0,0,8,8,1,0,367,58,10,22079
"6881",250195,25,1,0,63,3,3,98,4,12,0,1007,0,0,0,0,0,0,1,4,9,1125,7,6,29,2002,2,35,8,0,1,2,1,0,1,42.47047222,-71.02526667,0,1,23,1,5,4,0,0,0,8,8,0,7,0,10,12,11
"6882",250196,25,1,2,9,0,0,98,9,8,0,99999,99,99,99,99,99,9999,2,3,1,1535,6,7,26,2002,21,2,8,0,1,3,1,0,1,41.65275,-70.25121111,0,1,70,1,5,4,0,0,0,8,8,1,0,0,28,3,29
"6883",250196,25,1,2,9,0,0,98,9,8,0,99999,99,99,99,99,99,9999,2,3,1,1535,6,7,26,2002,21,2,8,0,1,3,1,0,1,41.65275,-70.25121111,0,1,26,1,5,4,0,0,0,8,8,1,0,1,49,13,110
"6884",250197,25,2,0,8,0,0,98,6,12,0,11010,99,99,99,99,99,9999,0,5,17,1510,7,10,4,2003,9,29,12,4,1,1,1,1,1,42.47957778,-71.1197,0,1,85,2,5,4,0,0,0,8,8,1,0,114,6,1,6847
"6885",250198,25,1,0,80,0,0,98,6,12,0,2151,0,0,0,0,0,0,0,1,27,1439,1,9,21,2003,2,0,35,0,4,3,1,1,1,42.53709722,-71.87821944,0,1,12,2,5,4,0,0,0,8,8,1,0,173,2,12,10383
"6886",250200,25,1,0,20,0,0,98,6,12,0,2368,0,0,0,0,0,0,0,3,27,980,6,8,12,2005,8,41,12,4,1,1,1,0,1,42.15136667,-71.873225,0,1,42,1,6,4,0,0,0,8,8,0,7,0,53,12,54
"6887",250201,25,1,0,14,0,0,98,2,8,0,1507,0,0,0,0,0,0,0,3,27,350,7,6,12,2004,19,12,12,5,1,5,1,0,1,42.58921667,-71.79705833,0,1,63,1,5,4,0,0,0,8,8,0,7,1,32,3,93
"6888",250203,25,1,0,3,0,0,98,6,8,0,2093,0,0,0,0,0,0,0,1,23,140,5,7,28,2005,15,30,33,0,4,1,1,0,1,42.10674167,-71.00485278,0,1,36,2,5,4,0,0,0,8,8,0,7,0,8,12,9
"6889",250203,25,1,0,3,0,0,98,6,8,0,2093,0,0,0,0,0,0,0,1,23,140,5,7,28,2005,15,30,33,0,4,1,1,0,1,42.10674167,-71.00485278,0,1,48,1,5,4,0,0,0,8,8,0,7,0,0,15,1
"6890",250206,25,2,0,31,0,0,98,6,12,0,6035,98,1,1,0,0,2000,1,4,25,136,1,9,3,2006,11,55,8,0,1,1,2,0,1,42.34913611,-71.15573333,0,1,80,2,5,4,0,0,0,8,8,1,0,322,41,1,19362
"6891",250210,25,2,0,2,0,0,98,6,12,0,2576,0,0,0,0,0,0,0,6,5,850,1,9,7,2003,12,9,33,0,4,1,1,0,1,41.63399444,-70.92144167,0,1,84,2,5,4,0,0,0,8,8,1,0,4,10,4,251
"6892",250211,25,2,0,80,0,0,37,6,12,0,2703,0,1,0,0,0,2000,0,1,27,1520,3,4,20,2004,2,30,1,0,8,3,1,0,1,42.31513056,-71.80464167,0,1,72,1,5,4,0,0,0,8,8,1,0,1,47,3,108
"6893",250211,25,2,0,80,0,0,37,6,12,0,2703,0,1,0,0,0,2000,0,1,27,1520,3,4,20,2004,2,30,1,0,8,3,1,0,1,42.31513056,-71.80464167,0,1,56,1,5,4,0,0,0,8,8,0,7,0,3,13,4
"6894",250217,25,2,0,14,0,0,41,6,12,0,1845,0,0,0,0,0,0,0,1,17,1335,2,7,26,2004,11,5,52,0,2,1,1,0,1,42.51276667,-71.03882222,0,1,65,1,5,4,0,0,0,8,8,1,0,0,29,12,30
"6895",250218,25,2,0,61,2,1,98,6,12,0,2916,0,1,0,0,1,2004,0,3,21,1063,6,8,23,2002,23,25,12,1,1,2,1,1,1,42.16820833,-71.07226111,0,1,17,1,5,4,0,0,0,8,8,1,0,0,32,13,33
"6896",250222,25,1,0,4,0,0,98,6,14,0,1106,0,0,0,0,0,0,0,1,13,624,3,8,23,2005,9,42,14,1,2,1,1,0,1,42.05873333,-72.53685833,0,1,33,2,5,4,0,0,0,8,8,0,7,0,1,12,2
"6897",250224,25,1,0,80,0,0,98,6,1,0,1516,0,0,0,0,0,0,1,3,21,125,2,6,28,2004,14,11,9,0,1,1,1,0,1,42.22691944,-71.004625,0,1,64,1,6,4,0,0,0,8,8,0,7,0,4,2,5
"6898",250224,25,1,0,80,0,0,98,6,1,0,1516,0,0,0,0,0,0,1,3,21,125,2,6,28,2004,14,11,9,0,1,1,1,0,1,42.22691944,-71.004625,0,1,64,1,5,4,0,0,0,8,8,0,7,0,4,15,5
"6899",250227,25,1,0,4,0,0,98,4,8,0,1109,0,4,0,1,0,2002,1,2,13,1270,6,9,26,2003,20,8,8,0,1,3,1,0,1,42.11405833,-72.55531111,0,1,47,1,5,4,0,0,0,8,8,1,0,16,58,3,1019
"6900",250228,25,2,0,4,0,0,98,6,12,0,2132,1,0,0,0,0,2002,0,1,13,1270,6,9,29,2006,12,3,24,0,4,1,2,0,1,42.12335833,-72.60831667,0,1,83,2,5,4,0,0,0,8,8,1,0,3,53,10,234
"6901",250230,25,1,0,2,0,0,98,6,38,1,1440,0,0,0,0,0,0,0,2,27,390,4,9,4,2002,2,9,38,0,6,3,1,2,1,42.56637778,-71.99599722,0,1,88,2,5,4,0,0,0,8,8,1,0,0,37,18,38
"6902",250232,25,1,2,99,0,0,99,9,8,0,99999,99,99,99,99,99,9999,1,2,27,1210,1,10,29,2006,17,44,8,0,1,3,1,0,1,42.08190556,-72.04878889,0,1,9,2,5,4,0,0,0,8,8,1,0,2,57,12,178
